syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(34.582074638178966, 0.19133674588422456)","(57.03805588813679, 5.340114012393693)","(1.3039533632577562, 0.523663268533576)","(27.08177232847006, 0.8155900457800662)","(30.715354772822316, 0.32282232119932425)","(11.8709937906369, 0.2828285722580063)"
L1PrefireUp,"(34.22516132862716, 0.18948219370671135)",-,-,"(26.813594180776068, 0.8083150711575564)","(30.338994650863157, 0.3190926873658352)","(11.681007922376564, 0.2795163991539685)"
L1PrefireDown,"(34.93064186374524, 0.19317096583449206)",-,-,"(27.34770047560469, 0.8228806058738115)","(31.087644229797277, 0.3265739114982593)","(12.060267657459452, 0.28624325196572636)"
PileupReweightUp,"(34.36247043655358, 0.20680724597423625)",-,-,"(27.213100823642392, 0.9183921206428585)","(30.541536837940445, 0.34946268949648396)","(11.730826289072251, 0.288512194811111)"
PileupReweightDown,"(34.79188954839649, 0.18384649619748497)",-,-,"(26.874730117219293, 0.7590189928114017)","(30.893348089144027, 0.3099236224543895)","(12.004563000941456, 0.2884034838688395)"
MuonIDSFUp,"(35.2742215212646, 0.19508071914079633)",-,-,"(27.577402442599514, 0.8300378713657229)","(31.2437880205327, 0.32835305209674454)","(12.082405249347449, 0.288478276494405)"
MuonIDSFDown,"(33.898251264158894, 0.18767301761055816)",-,-,"(26.591879872715985, 0.8014501760387263)","(30.192842740652836, 0.3174015575435913)","(11.662045370018967, 0.27726543881160104)"
DblMuTrigSFUp,"(34.58688424016939, 0.19136288292825976)",-,-,"(27.086208231029815, 0.8157241047468883)","(30.720802386086948, 0.32287942053738716)","(11.872783683453727, 0.28286629705415406)"
DblMuTrigSFDown,"(34.57720109605489, 0.19131026655776304)",-,-,"(27.07726407698695, 0.8154538990744615)","(30.70981928969253, 0.32276431327882754)","(11.869177144106379, 0.2827903711169748)"
JetResUp,"(34.586801612565395, 0.19140745026792286)",-,-,"(27.93139009826072, 0.8216990278318751)","(30.720382374578314, 0.32285196645964215)","(11.886328090350235, 0.28285633436702995)"
JetResDown,"(34.55888258979711, 0.1912416368287307)",-,-,"(26.95051148498499, 0.8094729046211216)","(30.727333460415938, 0.3227847783688529)","(11.878392095304482, 0.28254838773120794)"
JetEnUp,"(34.887488664650824, 0.19216227448513196)",-,-,"(28.591337861549604, 0.837976884599931)","(30.785334629736976, 0.3232869948374544)","(12.067786707301154, 0.2842710379258504)"
JetEnDown,"(34.239054249289076, 0.1903929020254452)",-,-,"(25.839000121392655, 0.7960383713892981)","(30.621356483408086, 0.32232290577493244)","(11.704902020330934, 0.281180393818155)"
MuonEnUp,"(34.60490649841005, 0.19139311576182977)",-,-,"(26.990626255672264, 0.8141161149545108)","(30.677926875975942, 0.32260378301555187)","(11.868331664181817, 0.28271931051282906)"
MuonEnDown,"(34.561403445752724, 0.1912446067595316)",-,-,"(27.13981256646492, 0.8171675144736604)","(30.729253009314892, 0.32295023655592126)","(11.888958675038221, 0.2828565622660386)"
ElectronEnUp,"(34.582074638178966, 0.19133674588422456)",-,-,"(27.07127188209553, 0.8155224481284781)","(30.715354772822316, 0.32282232119932425)","(11.8709937906369, 0.2828285722580063)"
ElectronEnDown,"(34.582074638178966, 0.19133674588422456)",-,-,"(27.08177232847006, 0.8155900457800662)","(30.71450828699222, 0.32282343100026095)","(11.8709937906369, 0.2828285722580063)"
ElectronResUp,"(34.582074638178966, 0.19133674588422456)",-,-,"(27.08177232847006, 0.8155900457800662)","(30.715354772822316, 0.32282232119932425)","(11.8709937906369, 0.2828285722580063)"
ElectronResDown,"(34.582074638178966, 0.19133674588422456)",-,-,"(27.08177232847006, 0.8155900457800662)","(30.715354772822316, 0.32282232119932425)","(11.8709937906369, 0.2828285722580063)"
NonpromptUp,-,"(112.64196001416077, 9.773586911808158)",-,-,-,-
NonpromptDown,-,"(35.840940013818255, 4.553900577188062)",-,-,-,-
ConversionUp,-,-,"(1.784391497099106, 0.7166056011235805)",-,-,-
ConversionDown,-,-,"(0.8235152294164063, 0.3307209359435715)",-,-,-
