syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(29.831095560524133, 0.1704442129118657)","(6.980084371925407, 1.7847646697346196)","(0.1463265272733959, 0.1463265272733959)","(1.5486609302544736, 0.21204534792084803)","(2.032561309265382, 0.08158880005378245)","(0.9758515136993499, 0.2034300595207095)"
L1PrefireUp,"(29.52766738311629, 0.16875464671168694)",-,-,"(1.5325487873023071, 0.21008023179834198)","(2.0093956770149752, 0.0807058505524795)","(0.9664623040329527, 0.20211081320454743)"
L1PrefireDown,"(30.121575659714342, 0.17206858362427424)",-,-,"(1.5639290320419115, 0.21395741565792464)","(2.055064763208525, 0.08245282886083437)","(0.9846155112963041, 0.20449573686052785)"
PileupReweightUp,"(29.43151809113987, 0.167960022262174)",-,-,"(1.5615641729824554, 0.20856897068518945)","(2.006500783314147, 0.08056999812497692)","(0.9755574806919483, 0.20298074602603874)"
PileupReweightDown,"(30.202246406274647, 0.1756691179499289)",-,-,"(1.5426024019543911, 0.21954136202516555)","(2.060151892402411, 0.08400615062979068)","(0.9695510572009851, 0.20013426822426572)"
MuonIDSFUp,"(30.82708256014707, 0.17625356988171567)",-,-,"(1.5956189157642768, 0.21821280602484777)","(2.0885858559867305, 0.08393876835836987)","(1.012175764034131, 0.21510163544870414)"
MuonIDSFDown,"(28.85626629750966, 0.16482223904147952)",-,-,"(1.5026666026842428, 0.20604714283486733)","(1.9774787287222078, 0.07930218928937735)","(0.9405188235312736, 0.1923110478547534)"
DblMuTrigSFUp,"(29.84250937738006, 0.17050938891546227)",-,-,"(1.5493489816302581, 0.21213241787887785)","(2.0333211725420033, 0.08161938700823453)","(0.9762406096504276, 0.20352491323257688)"
DblMuTrigSFDown,"(29.81953504897083, 0.17037821675074538)",-,-,"(1.5479625167512026, 0.21195703582563585)","(2.031792003443445, 0.08155783389160592)","(0.9754571136344795, 0.20333386168385084)"
JetResUp,"(29.863995652581018, 0.17061405222330392)",-,-,"(1.629959275568831, 0.21965999220669158)","(2.035370071354848, 0.08165354099889223)","(0.98977804845623, 0.20345966016489905)"
JetResDown,"(29.84175108583976, 0.17049999026106877)",-,-,"(1.634505028304971, 0.21524753234953709)","(2.0320912320808175, 0.0816628748022244)","(0.9758088177940554, 0.20337527905322778)"
JetEnUp,"(29.956004709381705, 0.17081897916551073)",-,-,"(1.649831538328363, 0.21600768260656517)","(2.040324301268212, 0.08176989543269075)","(0.9967285449884541, 0.20347748067690946)"
JetEnDown,"(29.655344814223408, 0.1699358316055488)",-,-,"(1.4705001381524405, 0.207610452915548)","(2.020914787798072, 0.08148243996063487)","(0.96763580300866, 0.2034137312818335)"
MuonEnUp,"(29.847567255874765, 0.17047120757938147)",-,-,"(1.5716932758701005, 0.21062042997647154)","(2.0304880478174656, 0.08161370082760205)","(0.9726338461137355, 0.2034207325774048)"
MuonEnDown,"(29.814144753831876, 0.17039406399660006)",-,-,"(1.5618399744092675, 0.21259324454393075)","(2.0251317606542676, 0.08147999767051373)","(0.9737686856761473, 0.2034657781974468)"
ElectronEnUp,"(29.82917028138799, 0.1704401780009595)",-,-,"(1.5479345221683152, 0.21204410368167717)","(2.032561309265382, 0.08158880005378245)","(0.9758515136993499, 0.2034300595207095)"
ElectronEnDown,"(29.832075433422027, 0.17044702950195828)",-,-,"(1.5486609302544736, 0.21204534792084803)","(2.032561309265382, 0.08158880005378245)","(0.9758515136993499, 0.2034300595207095)"
ElectronResUp,"(29.831095560524133, 0.1704442129118657)",-,-,"(1.5486609302544736, 0.21204534792084803)","(2.032561309265382, 0.08158880005378245)","(0.9758515136993499, 0.2034300595207095)"
ElectronResDown,"(29.831095560524133, 0.1704442129118657)",-,-,"(1.5486609302544736, 0.21204534792084803)","(2.032561309265382, 0.08158880005378245)","(0.9758515136993499, 0.2034300595207095)"
NonpromptUp,-,"(13.640462306742709, 3.41429501172838)",-,-,-,-
NonpromptDown,-,"(3.98557337623713, 1.6450190548369161)",-,-,-,-
ConversionUp,-,-,"(0.20024014541007398, 0.20024014541007398)",-,-,-
ConversionDown,-,-,"(0.09241290913671785, 0.09241290913671785)",-,-,-
