15,0.1345080573202017,0,0.0025229666765411232
15,0.13261011855180665,0,0.0026304515357902887
15,0.13760465017885365,0,0.6275977300673707
15,0.13827342223842837,0,0.0029778478905197097
40,0.42234106239527264,0,0.0042741420750388275
55,0.6146628150521223,0,0.006672058994793885
60,0.6703460416692468,0,0.006441544815542303
65,0.772538879910912,0,0.008214008796675703
85,1.0357452049438245,0,0.013797671222574148
90,1.1143996821773083,0,0.009732898769667698
95,1.198065364889541,0,0.01242400991511749
120,1.6109917379421246,0,0.016977761474700738
125,1.7284210916412985,0,0.021262728059279853
155,2.365676789953535,0,0.036288748420073146
