#parameters,chi2
-0.06776075424813321,0.013076878123264142,32.665546185083286
-0.014799351280331871,0.009462247644703187,3.5354427002960165e-05,1.681547083252807
-0.026285499775658402,0.010479856139734846,1.5662601494856432e-05,9.961786873237471e-08,1.4966193436982096
