syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(61.111939494819424, 0.2568886078835324)","(22.522729401119122, 3.100375738684198)","(1.6759636439066186, 2.830211878608423)","(4.225279392057844, 0.4412373120963508)","(3.7950460901742598, 0.10466018973452494)","(1.3754135842676163, 0.15867988029067873)"
L1PrefireUp,"(60.76888855526616, 0.25566720003364923)",-,-,"(4.2090135469126695, 0.4392812810006402)","(3.7695077268669204, 0.10407201891201953)","(1.359994812439666, 0.15817769622439457)"
L1PrefireDown,"(61.446639448936146, 0.2581153284722589)",-,-,"(4.240926122896865, 0.44320741016282456)","(3.8201909410914396, 0.10526213102748967)","(1.390751779726718, 0.15917355304586092)"
PileupReweightUp,"(60.60731245129001, 0.26503509358527083)",-,-,"(4.376799115412662, 0.4679739963327018)","(3.7566067993545422, 0.10803794015965715)","(1.3568365803029883, 0.13923599547377827)"
PileupReweightDown,"(61.64909121846996, 0.2604465921652109)",-,-,"(4.046123985454475, 0.4351772465997174)","(3.832403268231948, 0.1062775398760081)","(1.4044374863169133, 0.18617017296979096)"
MuonIDSFUp,"(63.1725122881595, 0.26570350684115634)",-,-,"(4.361848806121472, 0.45431884321154364)","(3.904204348962211, 0.10762896691504055)","(1.4167803316062262, 0.16272246486485206)"
MuonIDSFDown,"(59.095652807315496, 0.24835602478463176)",-,-,"(4.091492852055695, 0.4285371527927434)","(3.687752836298715, 0.10177282254848424)","(1.3347575651641261, 0.15469081321958855)"
DblMuTrigSFUp,"(61.12292172362322, 0.25693495915130843)",-,-,"(4.226012808453573, 0.441313590114834)","(3.795734273112462, 0.10467999920098145)","(1.3756719786748053, 0.15871204056749572)"
DblMuTrigSFDown,"(61.100851712150394, 0.2568418143926187)",-,-,"(4.224538830859658, 0.44116022618016987)","(3.7943510113552756, 0.10464018085449191)","(1.3751527150079954, 0.15864725047650305)"
JetResUp,"(61.175954797058665, 0.25702786545734896)",-,-,"(3.9677012677441885, 0.4331426998721554)","(3.803584180091445, 0.10485773285058626)","(1.3815251122030534, 0.15874429227345)"
JetResDown,"(61.075317540337345, 0.25683166229519855)",-,-,"(3.726073514963597, 0.4279096505201455)","(3.790063136570995, 0.10467969623653743)","(1.3556126240159112, 0.1586919354592985)"
JetEnUp,"(61.50142728719644, 0.25775609927744975)",-,-,"(4.502774443051184, 0.4568582263433324)","(3.8112180735547945, 0.10482662835635423)","(1.4065828775927651, 0.15896946484839694)"
JetEnDown,"(60.74712762797004, 0.25604499126567504)",-,-,"(3.6681154736198316, 0.4197925437527263)","(3.771266979570215, 0.10442029603507486)","(1.3450344409852648, 0.15838628138934335)"
MuonEnUp,"(61.151316640392444, 0.2569838701254209)",-,-,"(4.196850960795603, 0.44020275433008893)","(3.7965869721827485, 0.104580802527932)","(1.3892503069274784, 0.1586722032701311)"
MuonEnDown,"(61.068328810894776, 0.25681752572302713)",-,-,"(4.147730751745607, 0.43762641201963365)","(3.792176684744933, 0.1046834000390778)","(1.3812502033669904, 0.15864674357123762)"
ElectronEnUp,"(61.111939494819424, 0.2568886078835324)",-,-,"(4.225279392057844, 0.4412373120963508)","(3.7950460901742598, 0.10466018973452494)","(1.3754135842676163, 0.15867988029067873)"
ElectronEnDown,"(61.11622055978056, 0.25690294333173797)",-,-,"(4.225279392057844, 0.4412373120963508)","(3.7950460901742598, 0.10466018973452494)","(1.3754135842676163, 0.15867988029067873)"
ElectronResUp,"(61.111939494819424, 0.2568886078835324)",-,-,"(4.225279392057844, 0.4412373120963508)","(3.7950460901742598, 0.10466018973452494)","(1.3754135842676163, 0.15867988029067873)"
ElectronResDown,"(61.111939494819424, 0.2568886078835324)",-,-,"(4.225279392057844, 0.4412373120963508)","(3.7950460901742598, 0.10466018973452494)","(1.3754135842676163, 0.15867988029067873)"
NonpromptUp,-,"(43.5572018749302, 5.501653581603908)",-,-,-,-
NonpromptDown,-,"(9.404604326981673, 2.7283970192036526)",-,-,-,-
ConversionUp,-,-,"(4.229810017203801, 6.918821445126049)",-,-,-
ConversionDown,-,-,"(-0.0759450510059232, 0.0759450510059232)",-,-,-
