syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(12.273382995806301, 0.0464079340599951)","(77.9509393238136, 5.99147858703542)","(0.9821035045513646, 0.5783538483499046)","(58.00121336282382, 2.391072336623444)","(50.6010054998347, 0.40318686630613915)","(19.272390446662573, 0.38487214732631264)"
L1PrefireUp,"(12.245322681811215, 0.04630196048613878)",-,-,"(57.8675708316834, 2.3857482695761933)","(50.48353576739525, 0.4022501578000723)","(19.228958402904432, 0.3839947212714089)"
L1PrefireDown,"(12.300667324551538, 0.04651103599559219)",-,-,"(58.13326071287101, 2.3963414056401064)","(50.71541677338619, 0.40409877568324254)","(19.314816116445275, 0.38570566070143925)"
PileupReweightUp,"(12.209694823435255, 0.04760043019565453)",-,-,"(59.69649543505598, 2.5479808005450684)","(50.34858604774058, 0.4131718310127196)","(19.18410288150202, 0.41716637546904833)"
PileupReweightDown,"(12.3313834268197, 0.04687968768824863)",-,-,"(56.1852083392435, 2.3425982124187086)","(50.86798016569369, 0.4076452256355669)","(19.33777304761313, 0.380874333639598)"
MuonIDSFUp,"(12.471324350154513, 0.047142120572625124)",-,-,"(58.91877389327605, 2.430930613784676)","(51.39758626458025, 0.40934742991156203)","(19.597429510837706, 0.39355007192908087)"
MuonIDSFDown,"(12.077419881178272, 0.04568866372841472)",-,-,"(57.09291855350527, 2.3520962783035486)","(49.812343587179804, 0.39714836086303207)","(18.950794668568697, 0.3763553215903625)"
DblMuTrigSFUp,"(12.274830703668986, 0.04641334777740659)",-,-,"(58.00818555144579, 2.391361208053951)","(50.60808043270759, 0.403243339989903)","(19.274755995410803, 0.384919106382862)"
DblMuTrigSFDown,"(12.271922429712925, 0.0464024733351793)",-,-,"(57.99417383969406, 2.390780675669725)","(50.59386170175897, 0.40312984880819913)","(19.27000211868433, 0.38482471862344103)"
JetResUp,"(12.294943229907721, 0.04645981706178076)",-,-,"(57.56659037040432, 2.3784920414319055)","(50.580026190901314, 0.40320247243588364)","(19.49838302092662, 0.42010957055867754)"
JetResDown,"(12.274056560989882, 0.046411680039163655)",-,-,"(56.384085445493696, 2.378678116522222)","(50.54946221449497, 0.4032387913530841)","(19.245036674692496, 0.38428170707262915)"
JetEnUp,"(12.443861689705932, 0.046752970306027083)",-,-,"(63.50555426778575, 2.4956200420828676)","(50.852566128153704, 0.40463083975375896)","(19.7128779026553, 0.38750156386553714)"
JetEnDown,"(12.105807628354874, 0.04607304861791919)",-,-,"(53.22133937779032, 2.2777021822387096)","(50.31610768748195, 0.401885047852231)","(18.816730970661876, 0.3827042869427981)"
MuonEnUp,"(12.280644446719634, 0.046418241130640955)",-,-,"(58.80261362600179, 2.4098052592592096)","(51.6400641909338, 0.4074263076385128)","(19.611711886539116, 0.38718597094683566)"
MuonEnDown,"(12.260279585588847, 0.04637407323749157)",-,-,"(56.82635293312732, 2.365148393057269)","(49.59187584864149, 0.39925115608794337)","(18.87873785830283, 0.3823206109976754)"
NonpromptUp,-,"(150.93979072920706, 10.488538420337694)",-,-,-,-
NonpromptDown,-,"(39.58646047506024, 5.684546671235646)",-,-,-,-
ConversionUp,-,-,"(1.3945669539653935, 0.8212506735488452)",-,-,-
ConversionDown,-,-,"(0.5696400551373358, 0.33545702315096404)",-,-,-
