# syst, prompt_ratio, error
Central, 0.23500965642239363, 7.462899612566435e-05
PileupReweight, 0.23464608705222673, 8.587535117610346e-05
L1PrefireUp, 0.23503191928453782, 7.384787095878205e-05
L1PrefireDown, 0.23498575397829902, 7.540796057753508e-05
ElectronRecoSFUp, 0.2331776749726484, 7.27572672425804e-05
ElectronRecoSFDown, 0.23500965642239363, 7.462899612566435e-05
HeavyTagUpUnCorr, 0.23510032098477093, 7.468306005100691e-05
HeavyTagDownUnCorr, 0.23491878486806952, 7.457132771484448e-05
LightTagUpUnCorr, 0.23474851505410005, 7.416537466171358e-05
LightTagDownUnCorr, 0.2352712010764001, 7.507977013748076e-05
JetResUp, 0.235432883291457, 7.609632477007764e-05
JetResDown, 0.23675801204186342, 7.703683730924455e-05
JetEnUp, 0.2260838813218768, 6.884387443387213e-05
JetEnDown, 0.237112595861073, 7.981025752061297e-05
ElectronResUp, 0.23501075302967878, 7.470954152566222e-05
ElectronResDown, 0.23500965642239363, 7.462899612566435e-05
ElectronEnUp, 0.2346514814352187, 7.617843382596964e-05
ElectronEnDown, 0.235289359477072, 7.307318883286773e-05
MuonEnUp, 0.2350094711243472, 7.462889786189699e-05
MuonEnDown, 0.2350100758794346, 7.462941190016837e-05
total error = 0.00929653924831831(3.96%)
