# syst, prompt_ratio, error
Central, 0.06861386421411739, 8.619169692954398e-05
PileupReweight, 0.06852231275622936, 9.192354307955628e-05
L1PrefireUp, 0.06860377931833972, 8.481795157283709e-05
L1PrefireDown, 0.06862526927208103, 8.757629866150762e-05
ElectronRecoSFUp, 0.06775193759911591, 8.011919085395396e-05
ElectronRecoSFDown, 0.06861386421411739, 8.619169692954398e-05
HeavyTagUpUnCorr, 0.06862404340370973, 8.620054039051036e-05
HeavyTagDownUnCorr, 0.0686034925270742, 8.617583179062216e-05
LightTagUpUnCorr, 0.0685843572099098, 8.589373738660857e-05
LightTagDownUnCorr, 0.06864379181231232, 8.645415319175775e-05
JetResUp, 0.06867623534468177, 8.725788425248446e-05
JetResDown, 0.0686992663756971, 8.713803613614417e-05
JetEnUp, 0.06748074269436345, 8.236107173006455e-05
JetEnDown, 0.06999446645250205, 9.767465771769402e-05
ElectronResUp, 0.06861093819455027, 8.632534988402803e-05
ElectronResDown, 0.06861386421411739, 8.619169692954398e-05
ElectronEnUp, 0.06860322021222956, 8.312913979980147e-05
ElectronEnDown, 0.06862064832186021, 8.506284456662611e-05
MuonEnUp, 0.06861380474047693, 8.619168739630352e-05
MuonEnDown, 0.06861398814956267, 8.619202233769383e-05
total error = 0.001635034989730755(2.38%)
