,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,24257.029344067854,324.97595754610694,23773.782546460105,24131.781378898842,24380.09270641491,26141.04934057255,24257.029344067854,24459.96029897053,24074.31894774279,25410.410200544902,23233.108506797216,24255.14798154472,24257.029344067854,24225.45992902689,24274.111759916967,24257.029344067854,24257.029344067854,13468.923378014439,42810.42056717751,1559.8955758625832
ptCorr_10to15_abseta_0p8to1p579,14203.556000124063,252.67451925148873,13957.737788367584,14154.281756006969,14251.910662693028,14923.717944012624,14203.556000124063,14297.851774702325,14084.328880946709,14856.065623139284,13597.694680801556,14197.183555885074,14203.556000124063,14192.265029219747,14204.648055105466,14203.556000124063,14203.556000124063,7974.900478609733,24810.049799485354,876.9556744582522
ptCorr_10to15_abseta_1p579to2p5,8853.141176204108,194.9365431775155,8684.233621395499,8827.674852282526,8878.08377482782,9000.087015692543,8853.141176204108,8917.390860547766,8805.638175662705,9291.552042515905,8429.161197074265,8851.73108025749,8853.141176204108,8813.002373498191,8865.486342477085,8853.141176204108,8853.141176204108,4769.445944714969,16686.815049960485,544.9833250999326
ptCorr_15to20_abseta_0p0to0p8,29421.546211916044,347.68564246962563,29304.519850513254,29301.157744884433,29539.449725664017,31706.689236030517,29421.546211916044,29694.44721470863,29129.632743323757,30814.280217249914,27985.56069227511,29425.096813893244,29421.546211916044,29387.251404970157,29446.33263232834,29421.546211916044,29421.546211916044,15717.840017004695,51809.922284928834,1928.5044637397916
ptCorr_15to20_abseta_0p8to1p579,20193.04526099074,288.26140841418595,20018.673975025784,20114.051833314,20271.211633677533,21207.920855262233,20193.04526099074,20398.454898230975,19991.078438344575,21292.662654646327,19193.957463641604,20196.21348867997,20193.04526099074,20174.532402610217,20243.19607027771,20193.04526099074,20193.04526099074,10384.35364161572,37234.932868886055,1242.4599256060123
ptCorr_15to20_abseta_1p579to2p5,15447.527615963489,253.97919099909666,15119.624243169503,15387.829061072936,15506.369520834367,15704.410857012135,15447.527615963489,15582.108431776309,15327.382659873929,16223.122199922607,14697.303128950587,15447.880920475727,15447.527615963489,15402.459258282128,15502.77276289326,15447.527615963489,15447.527615963489,8352.638351162215,28013.046929236207,785.2589060690477
ptCorr_20to25_abseta_0p0to0p8,37387.82184195577,378.2832584655924,36773.73908260219,37263.21175340665,37508.80279017138,37486.488272663235,37387.82184195577,37850.15782647511,36953.511887015,39217.630358598646,35554.36233537419,37384.93709050971,37387.82184195577,37368.19701296072,37447.97030007995,37386.00493958041,37387.82184195577,19257.49118314109,64907.77184020276,1990.9039514723345
ptCorr_20to25_abseta_0p8to1p579,22958.389446809713,302.52050955641647,22495.146751248394,22866.906720071114,23048.70638706082,23013.841293155016,22958.389446809713,23308.535553182526,22721.060488789662,24296.545645076563,21770.754038307787,22966.1027154083,22958.389446809713,22901.33528975501,22986.230103661368,22958.389446809713,22958.389446809713,11761.46917736058,43940.15439061709,1380.2827161866876
ptCorr_20to25_abseta_1p579to2p5,19593.399877116797,296.36167782445267,19251.68952691161,19453.17863012433,19722.6969792748,19657.474928298154,19593.399877116797,19744.16186515453,19399.56082803748,20598.705454001753,18802.318340133064,19602.3735455354,19593.399877116797,19565.48405741367,19707.30840737957,19593.399877116797,19593.399877116797,10575.284100981042,35291.194218856814,1045.6358506034228
ptCorr_25to35_abseta_0p0to0p8,123727.72236630622,636.759125147108,122984.55592296085,123431.66304839893,124013.76575178024,124054.04568324471,123727.72236630622,125296.75886872661,122068.17319900918,129720.16480331379,117597.60744861778,123727.46169898924,123727.72236630622,123551.59168298109,123950.36210521703,123727.72236630622,123727.72236630622,57608.128355912566,186415.63816522676,5340.024981745303
ptCorr_25to35_abseta_0p8to1p579,59461.22220851173,467.65365491310166,59128.59046430988,59211.20381198519,59707.83586102366,59604.86770234004,59461.22220851173,59920.73102371765,59004.634365627455,61824.456925651335,57127.2854226077,59456.32933581586,59461.22220851173,59362.66016141066,59633.40355424238,59461.22220851173,59461.22220851173,34416.95937593887,93076.272501151,2891.206957577424
ptCorr_25to35_abseta_1p579to2p5,55231.097663154804,471.7221238265557,54405.57229424447,54668.114181100755,55786.6626489957,55411.87202709262,55231.097663154804,55618.92109341529,54788.075706612406,57513.97891140138,52998.58889220168,55217.932783323864,55231.097663154804,54958.892237592736,55474.79607694686,55231.097663154804,55231.097663154804,31662.96049750543,86513.30478949552,2322.299657815336
ptCorr_35to50_abseta_0p0to0p8,193739.75076175237,787.6007903125052,192154.75352098362,193606.78297643876,193865.29937241058,194289.26480746636,193739.75076175237,194419.81423635007,192970.8231049875,197666.5579196179,189135.11175942238,193731.5446688701,193739.75076175237,193779.17646058378,193616.3918414288,193739.75076175237,193739.75076175237,105322.52856140377,229903.6199952869,6788.983682202416
ptCorr_35to50_abseta_0p8to1p579,154429.21176467984,709.4851447807041,152204.33875776804,154052.096356658,154798.94120824253,154801.79201096608,154429.21176467984,154673.21408971614,154173.0883285265,156451.95601172314,152179.58500987734,154430.58333278686,154429.21176467984,154317.05403668206,154369.4243307175,154429.21176467984,154429.21176467984,108266.03014170396,175368.1880334191,4491.741556011302
ptCorr_35to50_abseta_1p579to2p5,151277.0564492327,719.3038965513638,147123.87402360784,149701.37281923788,152852.43101153153,151796.70387327264,151277.0564492327,151581.06348885782,151014.0143221208,153510.7513884391,149061.42648551354,151273.495860211,151277.0564492327,151132.7807329808,151420.70402262665,151277.0564492327,151277.0564492327,112795.11542216323,176560.05715032847,4123.838227723891
ptCorr_50to100_abseta_0p0to0p8,58949.0277061018,515.5893938778711,62815.82399157769,63744.32258465447,63871.71223221991,64133.67246387839,63809.64677475742,63944.266507983324,63650.28612847021,65109.12244108745,62655.41447183842,63819.974304096555,63809.64677475742,63881.114548556325,63723.16918473444,63809.64677475742,63809.64677475742,46174.681971681064,75345.80943493325,4304.072670995843
ptCorr_50to100_abseta_0p8to1p579,54075.6263380886,492.66634516623355,56874.61924183492,58051.40454615032,58335.20765122814,58438.60024771515,58196.60378961876,58293.5756651929,58082.10519572902,59183.05378222466,57217.95492502084,58191.364518460105,58196.60378961876,58352.166732067395,58102.10347150244,58196.60378961876,58196.60378961876,42146.93872490489,67017.84044917858,3264.920958320535
ptCorr_50to100_abseta_1p579to2p5,62300.23627417777,546.1067301809807,65390.51896406719,66421.75931409975,68400.80336887403,67892.1292821648,67412.69007335116,67543.10184346406,67275.9867825904,68449.74577332643,66154.37375195973,67420.23712680544,67412.69007335116,67714.40771754166,67085.08153860789,67412.69007335116,67412.69007335116,49672.87034902191,78976.63492244694,2909.2441886292
