,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,426856.81666699663,100199.25451354992,384472.53333739855,426464.3501174259,427241.39729272685,460010.3725636357,426856.81666699663,446153.8443329988,434204.8151496352,480564.6375261729,400157.93221690756,426856.81666699663,426856.81666699663,426856.81666699663,426856.8166669966,426856.81666699663,426856.81666699663,243832.66157833184,917401.0554157441,13160.692559096397
ptCorr_10to15_abseta_0p8to1p579,465166.50255347043,100915.35386591408,448984.9688078623,464556.53590983775,465733.9127638256,483194.92772243806,465166.50255347043,465166.50255347043,465166.50255347043,465166.50255347043,427234.5603538599,465166.50255347043,465166.50255347043,457268.9143657849,474597.1570573385,465166.50255347043,465166.50255347043,203391.7757494605,694670.1180018825,3177.7663178408347
ptCorr_10to15_abseta_1p579to2p5,823599.4351882858,130443.60560373221,807806.019334575,821450.472944163,825691.0922878343,837676.9307132903,823599.4351882858,832098.5836338936,792576.604399036,869432.0126187172,792576.604399036,823599.4351882858,823599.4351882858,823599.4351882858,823898.3142036152,823599.4351882858,823599.4351882858,427561.19156269636,1852728.598502195,20781.450406763677
ptCorr_15to20_abseta_0p0to0p8,694005.01254756,142391.84425563898,675763.1660653211,693218.5966158389,694791.0947963628,747907.7103086056,694005.01254756,712538.4371835443,637370.936392459,800457.728799908,639039.825008815,694005.01254756,694005.01254756,694005.01254756,694005.01254756,694005.01254756,694005.01254756,178897.04685307934,1271873.7432222613,68225.67856421099
ptCorr_15to20_abseta_0p8to1p579,697570.4134312929,122693.79546976602,733546.8812609828,696821.7672504727,698318.7765494734,729130.9953380357,697570.4134312929,703332.9039065286,702133.8563294217,730222.0468581348,697570.4134312929,697570.4134312929,697570.4134312929,705468.0016189783,688139.7589274248,697570.4134312929,697570.4134312929,424270.56807961565,1273840.2200393984,19499.062289748148
ptCorr_15to20_abseta_1p579to2p5,2100731.726276783,230760.34118890157,1969465.7227337798,2096598.3918792217,2104716.1538388534,2135679.2031519925,2100731.726276783,2127246.851924523,2091439.4126184192,2197533.499569911,2059926.4495004565,2100731.726276783,2100731.726276783,2076087.2217106181,2133131.6062379475,2100731.726276783,2100731.726276783,1112961.0275132218,4227286.209721269,52211.13208216499
ptCorr_20to25_abseta_0p0to0p8,1286067.9242095156,177362.11520813685,1348266.6499966513,1284638.6031292607,1287400.1858001114,1298273.5597829497,1286067.9242095156,1278371.007736581,1260136.9500463349,1357554.1397626183,1164766.4006583772,1286067.9242095156,1286067.9242095156,1286067.9242095156,1286841.8923201805,1286067.9242095156,1286067.9242095156,557137.1057510835,2632727.7628026307,67826.29885926496
ptCorr_20to25_abseta_0p8to1p579,1689994.1143617053,220122.03243510926,1613019.2520424004,1688020.9250466847,1691927.523435025,1699178.477487025,1689994.1143617053,1708941.5572218243,1683318.600056821,1977618.352423614,1580630.5283000043,1689994.114361705,1689994.1143617053,1689994.114361705,1691598.583283557,1689994.1143617053,1689994.1143617053,648049.6045868869,3460309.0050677247,69511.11974109382
ptCorr_20to25_abseta_1p579to2p5,4629735.406065274,348185.6588968131,4473270.211925267,4613767.239326814,4644234.878841783,4649333.179170797,4629735.406065274,4613634.286207519,4555969.702279184,4810848.863871025,4442958.958534549,4629735.406065274,4629735.406065274,4637633.202682411,4633041.083067779,4629735.406065274,4629735.406065274,2277408.0626422,8156343.0127097145,239539.80127685535
ptCorr_25to35_abseta_0p0to0p8,2352639.3261901974,245173.1047326624,2267290.947982378,2349803.54253411,2355374.3904154366,2358848.1903475313,2352639.3261901974,2349033.553541153,2352639.3261901974,2523961.809843596,2195630.1102145184,2352639.3261901974,2352639.3261901974,2352404.077157028,2351865.358079532,2352639.3261901974,2352639.3261901974,1140165.411661089,3908249.9764214763,9420.22253776611
ptCorr_25to35_abseta_0p8to1p579,2477079.9081899873,256384.31834112585,2374609.7173829023,2474683.6126002353,2479408.2221839745,2483021.4448328996,2477079.9081899873,2477079.9081899873,2477079.9081899873,2539701.9726914726,2311278.2722590216,2477079.9081899873,2477079.9081899873,2467219.527892138,2476946.631841528,2477079.9081899873,2477079.9081899873,966826.3857344876,4455008.396441968,67809.96097764125
ptCorr_25to35_abseta_1p579to2p5,7349500.882210452,433960.567927998,7054406.477230765,7299731.936614034,7398178.881811167,7373659.935686036,7349500.882210452,7400483.548565023,7337759.63483897,7855986.233781733,7025978.954286166,7349500.882210452,7349500.882210452,7302524.3770119995,7331655.397455787,7349500.882210452,7349500.882210452,3523119.9288466587,12657905.461701157,174668.42145423617
ptCorr_35to50_abseta_0p0to0p8,1539206.3828011635,165860.29649782978,1405408.3646209082,1537910.8667385094,1540483.1124007897,1543504.8643925316,1539206.3828011635,1586622.1449691674,1539206.3828011635,1589150.5388721363,1466653.8739905385,1539206.3828011635,1539206.3828011635,1539432.3513610878,1539180.3766434577,1539206.3828011635,1539206.3828011635,922764.7838229395,1925987.8117925795,30623.40027990436
ptCorr_35to50_abseta_0p8to1p579,1847371.9339811497,200968.2201449806,1780839.3619124035,1845719.0060947174,1848885.3271041152,1851807.252938002,1847371.9339811497,1847371.9339811497,1869130.8995767909,1880386.8695649232,1711523.2377356633,1847371.9339811497,1847371.9339811497,1857464.7461440081,1845877.211291483,1847371.9339811497,1847371.9339811497,1039005.6233166096,2751571.430021189,35000.61032573066
