,Central,Stat
ptCorr_10to15_abseta_0p0to0p8,0.6719651313821501,0.012537376230790803
ptCorr_10to15_abseta_0p8to1p579,0.7201154321676764,0.01958916756182553
ptCorr_10to15_abseta_1p579to2p5,0.7639545377759447,0.02781212587020396
ptCorr_15to20_abseta_0p0to0p8,0.4349445618169115,0.01784884156988371
ptCorr_15to20_abseta_0p8to1p579,0.4949838173999688,0.024197958669315307
ptCorr_15to20_abseta_1p579to2p5,0.5713292612801271,0.037517057402575126
ptCorr_20to25_abseta_0p0to0p8,0.3107958962776954,0.026703808850015102
ptCorr_20to25_abseta_0p8to1p579,0.3779696390428836,0.042831469175500264
ptCorr_20to25_abseta_1p579to2p5,0.41457585881055065,0.03802306103918394
ptCorr_25to35_abseta_0p0to0p8,0.19618929859917866,0.019778484621641966
ptCorr_25to35_abseta_0p8to1p579,0.24193758426459372,0.0301805727894265
ptCorr_25to35_abseta_1p579to2p5,0.26675017517979926,0.026172797502311315
ptCorr_35to50_abseta_0p0to0p8,0.10828867889200473,0.018359459616557248
ptCorr_35to50_abseta_0p8to1p579,0.1802700132278673,0.03280828181539239
ptCorr_35to50_abseta_1p579to2p5,0.19201414565069053,0.0227205215245661
ptCorr_50to100_abseta_0p0to0p8,0.15964694467421128,0.05096633467563159
ptCorr_50to100_abseta_0p8to1p579,0.16781956819243285,0.029602226062007304
ptCorr_50to100_abseta_1p579to2p5,0.1852860829070994,0.021934006760818234
