0,1,2,3,4,5,6,7,8,9,10
chromosome,"(64, 'AdamW', 0.0005, 'StepLR')","(128, 'Adadelta', 0.0001, 'CyclicLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(128, 'RMSprop', 0.001, 'CyclicLR')","(128, 'Adadelta', 0.0001, 'CyclicLR')","(64, 'Adam', 0.001, 'CyclicLR')","(64, 'Adam', 0.0001, 'StepLR')","(64, 'RMSprop', 0.0001, 'CyclicLR')","(128, 'AdamW', 0.0005, 'CyclicLR')","(64, 'Adadelta', 0.001, 'StepLR')","(128, 'RMSprop', 0.001, 'StepLR')"
fitness,0.0005522262334064999,0.0006350991620653001,0.0005283973887029999,0.0005307285844473001,0.0006350991620653001,0.0005291747006046,0.0005948090946852999,0.0005342557251025999,0.0005235212998627998,0.0006227234823891001,0.0005264981075611
