0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(64, 'AdamW', 0.005, 'StepLR')","(64, 'Adadelta', 0.005, 'StepLR')","(128, 'Adadelta', 0.01, 'ExponentialLR')","(128, 'AdamW', 0.002, 'StepLR')","(128, 'Adam', 0.002, 'ExponentialLR')","(128, 'Adadelta', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.01, 'CyclicLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(128, 'RMSprop', 0.001, 'StepLR')","(64, 'Adam', 0.001, 'StepLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(64, 'AdamW', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.005, 'StepLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'AdamW', 0.002, 'StepLR')","(128, 'Adam', 0.001, 'ExponentialLR')"
fitness,0.5607729864120484,0.7418017216182892,0.7496681766055879,0.549889266218458,0.5481172212532589,0.722235618818374,0.5792838570049831,0.5533717953818184,0.6755220587594168,0.5546581764448256,0.5534949694133939,0.5534949694133939,0.552949485756102,0.5512983030364627,0.5510651539393833,0.5506497061593192,0.5502925629388717,0.5494683208238512
