0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adam', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.01, 'ExponentialLR')","(128, 'Adadelta', 0.001, 'CyclicLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(64, 'AdamW', 0.002, 'StepLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'RMSprop', 0.01, 'ExponentialLR')","(128, 'Adadelta', 0.005, 'ExponentialLR')","(128, 'Adadelta', 0.005, 'StepLR')","(128, 'AdamW', 0.01, 'StepLR')","(64, 'Adadelta', 0.005, 'ExponentialLR')","(64, 'Adam', 0.01, 'ExponentialLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(64, 'AdamW', 0.01, 'ExponentialLR')","(64, 'RMSprop', 0.001, 'ExponentialLR')","(64, 'Adam', 0.01, 'CyclicLR')","(64, 'Adadelta', 0.01, 'CyclicLR')","(128, 'AdamW', 0.005, 'StepLR')"
fitness,0.5494683208238512,0.5753120982306343,0.7207990602765765,0.5534949694133939,0.5502925629388717,0.5510651539393833,0.8127614430018834,0.7446881407329015,0.7565613960084462,0.566533924011957,0.693726127079555,0.5749812768754505,0.5534949694133939,0.5753120982306343,0.5785431140036811,0.5717725019909087,0.6974636416435241,0.5512983030364627
