0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(128, 'AdamW', 0.001, 'StepLR')","(64, 'RMSprop', 0.001, 'CyclicLR')","(128, 'Adam', 0.001, 'StepLR')","(128, 'Adam', 0.0001, 'CyclicLR')","(128, 'Adam', 0.001, 'StepLR')","(48, 'RMSprop', 0.001, 'StepLR')","(128, 'Adadelta', 0.0005, 'StepLR')","(128, 'Adadelta', 0.01, 'CyclicLR')","(128, 'AdamW', 0.0005, 'CyclicLR')","(128, 'AdamW', 0.0001, 'CyclicLR')","(64, 'Adadelta', 0.001, 'CyclicLR')","(128, 'Adam', 0.002, 'StepLR')"
fitness,0.00038795742546279995,0.00038651520581459994,0.0003888011381975,0.00038954841641199997,0.0003888011381975,0.0003876925721054,0.00042892893652119997,0.00040250870916570006,0.00038776000908439997,0.00039007213250510003,0.00042169155570729997,0.00038896244882579995
