,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,18808.59458274758,490.92124041701135,18440.847891508463,18776.834708934795,18839.630124522235,20270.773708190573,18808.59458274758,19021.37333670469,18651.98312890159,19933.83034324572,17720.733697575455,18795.247880459945,18808.59458274758,18795.247880459945,18808.59458274758,18808.59458274758,18808.59458274758,8376.329034814824,40752.25919991675,1112.753572285214
ptCorr_10to15_abseta_0p8to1p479,11027.610875253344,367.00538236937825,10783.371757015953,11006.865709202277,11048.000696800918,11598.342143464432,11027.610875253344,11039.534228417706,10954.115798748235,11713.591006386952,10222.974600246584,11027.610875253344,11027.610875253344,11039.92981482231,11052.99753574749,11027.610875253344,11027.610875253344,5325.858486343607,24020.41945010684,387.81203201932607
ptCorr_10to15_abseta_1p479to2p5,9190.231823511607,337.8966646340306,8756.538322132003,9169.5584168653,9210.302938144723,9380.138565430221,9190.231823511607,9389.44676499976,9082.039176935417,9849.378524594562,8619.468071621965,9190.231823511607,9190.231823511607,9080.350523400353,9318.217724789503,9190.231823511607,9190.231823511607,4300.569331339522,20020.574798904803,367.26934090508746
ptCorr_15to20_abseta_0p0to0p8,22427.0074921182,538.8650866446326,22369.684019628206,22395.71317351843,22457.58477428476,24170.4818414036,22427.0074921182,22624.15958332868,22194.002344428758,23755.34491006664,20927.58728443359,22440.354194405834,22427.0074921182,22401.58402551857,22440.272162206988,22427.0074921182,22427.0074921182,10308.745263879657,49714.757873823546,895.9093174600382
ptCorr_15to20_abseta_0p8to1p479,15189.679499461814,433.4459929572911,14995.341475435478,15162.806783417473,15216.059236442854,15983.610216134559,15189.679499461814,15358.058827671333,15047.92191900165,16015.686786789125,14051.082140162764,15189.679499461814,15189.679499461814,15179.775729523737,15176.31898298625,15189.679499461814,15189.679499461814,6916.182916148009,33464.3598136756,509.4076195061744
ptCorr_15to20_abseta_1p479to2p5,15661.930705396446,442.77030786196497,15029.81349043846,15633.031399648278,15689.970895638857,15983.5779732491,15661.930705396446,15801.554606038882,15452.320025587765,16517.737379505816,14651.460572137192,15648.897876230973,15661.930705396446,15698.83799848703,15644.940266456088,15661.930705396446,15661.930705396446,7395.91623749035,32165.766633675463,623.81431917301
ptCorr_20to25_abseta_0p0to0p8,22342.384737699358,541.0177685241375,21971.078849132755,22310.509310897556,22373.51315332843,22406.163748023642,22342.384737699358,22623.858388416324,22277.544406569777,23768.501051001396,21310.90780745747,22327.87922529717,22342.384737699358,22338.531365744668,22342.46159141804,22342.384737699358,22342.384737699358,9721.520205503522,48628.3869202818,829.8845621115579
ptCorr_20to25_abseta_0p8to1p479,18251.211953905586,482.6820891486138,18161.4116687438,18224.73685028035,18276.91071139455,18305.468467512866,18251.211953905586,18350.64005632207,18045.337138103594,19429.098320498004,17233.111762167442,18251.211953905586,18251.211953905586,18156.958715905257,18263.02917922967,18251.211953905586,18251.211953905586,7934.852805573588,36929.38792062335,930.1518655515372
ptCorr_20to25_abseta_1p479to2p5,17940.1993892384,475.72766154526386,17865.368602575818,17826.4911768204,18046.583620573285,18005.99078325342,17940.1993892384,18118.142759190945,17765.984761937456,19068.073584704638,16881.300664965907,17954.747597271064,17940.1993892384,17906.871797959262,17962.365124700573,17940.1993892384,17940.1993892384,8168.366618827383,35973.29159183603,747.7722694541108
ptCorr_25to35_abseta_0p0to0p8,54689.02553993937,858.4878055753943,54021.64123270244,54625.488282392536,54750.40647782843,54803.64632865507,54689.02553993937,55031.48268553983,54160.05223277195,57459.59606962403,51695.298300361916,54689.02553993938,54689.02553993937,54633.06923617368,54838.297253391975,54689.02553993937,54689.02553993937,24894.708025045864,102561.69591844644,2068.0511077662677
ptCorr_25to35_abseta_0p8to1p479,39470.02938840726,708.5346089641625,39241.363581511774,39418.15227675949,39520.21371187525,39563.63640277104,39470.02938840726,39805.81459886875,39313.25530011955,41410.70531424787,37621.385787782325,39470.02938840726,39470.02938840726,39421.82383948067,39536.64612634649,39470.02938840726,39470.02938840726,19125.808670301634,72150.34959476636,1419.8019920189085
ptCorr_25to35_abseta_1p479to2p5,40376.24961299591,713.0809828464475,39983.46628845502,40043.6884974773,40697.50778078022,40519.230540505705,40376.24961299591,40746.01237297282,40265.42874221744,42324.598196078274,38620.036295571015,40364.796618984954,40376.24961299591,40136.91317477793,40485.9224731211,40376.24961299591,40376.24961299591,19613.57206410473,71473.4252033289,1285.674997274797
