,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,216.12782854832915,3.005031967039562,209.5279219871889,214.95568274466797,217.2737138432569,232.92959424859896,216.12782854832915,216.12136138510718,216.20092634978008,218.38086504806574,214.3784271845999,216.10378347012602,216.12782854832915,216.03436624427718,216.38118823880097,216.08909972718766,216.12782854832915,184.59628136516335,241.30078845952033,130.98710577148628
ptCorr_10to15_abseta_0p8to1p579,129.34429934924435,2.2652503710579763,124.40160852623914,128.6364615528764,130.03535238947796,136.1299062499696,129.34429934924435,129.35355769843974,129.36843083430696,130.82126321714395,127.65630245923971,129.30785045442167,129.34429934924435,129.30257835691322,129.30552336142685,129.34429934924435,129.34429934924435,108.50767727594307,142.92910382371485,79.23651073963788
ptCorr_10to15_abseta_1p579to2p5,109.72444119310785,2.1010930555353244,102.8607882132922,109.12721860084714,110.3083094595726,111.97658798975597,109.72444119310785,109.79324766188122,109.81396492323958,110.81179077204962,108.81529177372164,109.72444119310785,109.72444119310785,109.50335229836662,109.7387169979205,109.72444119310785,109.72444119310785,92.3071958810342,120.91378517101293,66.33184600071833
ptCorr_15to20_abseta_0p0to0p8,191.10056878562494,2.8407654972152705,186.20704375513856,190.16924943560173,192.00314640206565,205.95671666575035,191.10056878562494,190.9525158496048,191.15232468985837,193.14347851492383,189.09676483484282,191.10056878562494,191.10056878562494,191.06962085257703,191.05870612251658,191.10056878562494,191.10056878562494,160.41025126068735,213.12024240516453,127.3837445844593
ptCorr_15to20_abseta_0p8to1p579,121.75572206934635,2.247800257645364,116.87955915376308,121.14801382619805,122.34636294755552,128.0720153524065,121.75572206934635,121.55725053252888,122.12222080278138,123.28116594965559,120.36423889603005,121.71933835116906,121.75572206934635,121.79837988571035,122.34337432343857,121.75572206934635,121.75572206934635,101.1898708142385,135.44458818881827,81.59162817926972
ptCorr_15to20_abseta_1p579to2p5,115.27270461737291,2.186337003848513,108.75771983356921,114.68088151391999,115.84953806109121,117.6512307969072,115.27270461737291,115.21668061021965,115.38651670875915,116.57026213633517,114.15531223472203,115.27270461737291,115.27270461737291,115.17500615932344,115.79592570027813,115.27270461737291,115.27270461737291,97.08326731015502,128.75227054529526,76.44802363453276
ptCorr_20to25_abseta_0p0to0p8,188.18392322644493,2.7766961394838225,184.64572553134815,187.3313935342198,189.0090794473201,188.5779940612756,188.18392322644493,188.25457706242872,188.45677454274158,190.23938789315585,186.1599871613336,188.1645942389405,188.18392322644493,187.76092093211798,188.20090050674992,188.18392322644493,188.21469050926083,157.7033869878528,210.88240725472227,128.31105327100474
ptCorr_20to25_abseta_0p8to1p579,120.17783408914275,2.228638785942312,118.95280971506789,119.6108263484787,120.72563643701281,120.46775606939252,120.17783408914275,119.96250351215332,120.12365331920213,121.44678604720671,118.78972184833323,120.21383501004324,120.17783408914275,119.99842839583292,119.75708287876256,120.17783408914275,120.17783408914275,99.10758546355298,134.36723195698434,81.86763805446316
ptCorr_20to25_abseta_1p579to2p5,108.71889165337804,2.1365113515100225,105.11663799104333,107.63982642185192,109.74573982318189,109.10380937553279,108.71889165337804,108.56048020722105,108.82184939482212,109.53622151357655,107.47183953396181,108.71889165337805,108.71889165337804,108.47835757880573,108.52923880393804,108.71889165337804,108.71889165337804,90.81405028864991,121.5449418889833,70.97234187735458
ptCorr_25to35_abseta_0p0to0p8,365.1235847772987,3.892134372431438,359.9228997680573,363.4755028056526,366.7187683689324,365.8885525556099,365.1235847772987,365.0676551303697,365.3915400419669,368.57892724000294,361.0138809702834,365.1408206269715,365.1235847772987,365.2112825388177,365.5779846867233,365.1235847772987,365.1235847772987,303.59347892785274,408.5610513479877,258.64793497399256
