,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,1098.5686287586352,7.201355672572624,1070.9764250498608,1092.8332959968309,1104.1005544126194,1183.9712945330791,1098.5686287586352,1098.0097794927306,1098.2182383780782,1100.3649045517675,1095.4860023722642,1098.658488940419,1098.5686287586352,1097.652723639214,1100.011294227049,1098.5686287586352,1098.5686287586352,1046.4379428071925,1116.0745680678522,871.7843896253029
ptCorr_10to15_abseta_0p8to1p579,639.3912808182199,5.254155812957364,620.3542345442196,636.2309008647416,642.423887231768,673.0259851785754,639.3912808182199,639.2316878971512,639.5391654306002,641.1653092364252,638.090981495354,639.3504479324897,639.3912808182199,638.5391079882227,640.4849858099165,639.3912808182199,639.3912808182199,609.4036180149421,649.773675733007,513.4498288902433
ptCorr_10to15_abseta_1p579to2p5,498.65091339658625,4.658323124543462,473.8038726198546,496.1799512897819,501.0182373523901,508.94296925933054,498.65091339658625,498.0882016176565,498.8321941916698,499.4114338441999,497.6145303804195,498.7709404838148,498.65091339658625,497.1492255963099,500.65112388370943,498.65091339658625,498.65091339658625,477.43810015601554,505.9172300453323,401.49929553342275
ptCorr_15to20_abseta_0p0to0p8,1364.5939638938194,7.816959265689803,1341.2754939662755,1357.8616467433653,1371.0627761176518,1470.677424831472,1364.5939638938194,1364.7678945400203,1364.8641395017785,1367.2030709850997,1362.1890059221735,1364.3728241973968,1364.5939638938194,1362.9312446153886,1365.8307611597024,1364.5939638938194,1364.5939638938194,1302.0446792658952,1386.969786086838,1089.0951734617474
ptCorr_15to20_abseta_0p8to1p579,855.5722848137168,6.0655107655372715,836.2675270616562,851.4720429622276,859.4996011989442,900.2042272290395,855.5722848137168,855.6751304378205,855.4937648226751,857.363436480758,853.9181142771704,855.5845453791178,855.5722848137168,854.8516689094126,856.7883618494179,855.5722848137168,855.5722848137168,815.3222883737657,869.3812388347363,684.7084894011145
ptCorr_15to20_abseta_1p579to2p5,719.1345873970195,5.590772690332717,691.7202093567691,715.556182683817,722.570854273398,733.9844986519554,719.1345873970195,719.8480700725177,719.3248022285134,720.876506555217,717.7217710640964,719.182769692813,719.1345873970195,717.1967638999323,721.4532222230121,719.1345873970195,719.1345873970195,686.1647523640362,731.7115081294461,576.071935799423
ptCorr_20to25_abseta_0p0to0p8,1446.5641381100118,8.028350813010903,1419.276312678745,1439.6850783101127,1453.151890224789,1451.1819905360894,1446.5641381100118,1446.5878993965903,1447.2577737198292,1449.5253954227735,1443.5709594235889,1446.5121624284452,1446.5641381100118,1445.0099764337258,1447.6438164044982,1446.5641381100118,1446.5641381100118,1382.2304108706837,1469.5044361001785,1155.762974786935
ptCorr_20to25_abseta_0p8to1p579,951.0665662722295,6.470926420263918,933.8442065293369,946.4203152561502,955.5290940947325,954.0071214576697,951.0665662722295,951.2409966161252,951.106167127334,953.0544719742911,948.6974350072335,951.2331641924918,951.0665662722295,950.2742779613893,952.4235025350921,951.0665662722295,951.1448271738137,906.3154658457437,966.0132751972118,760.206555566777
ptCorr_20to25_abseta_1p579to2p5,756.9281241106712,5.7960895104418615,739.8736864455606,749.5453568221845,763.9127527619214,759.8351600211952,756.9281241106712,756.9112745870957,756.8516919012814,758.0302437394352,755.5081894762886,756.8779227843894,756.9281241106712,754.733696902111,759.056535201342,756.9281241106712,756.9690780470933,722.486812908207,771.0044725178406,597.1510377847982
ptCorr_25to35_abseta_0p0to0p8,3192.3779998997925,11.918828578248437,3147.5385600705645,3178.1257962091913,3205.990359832794,3199.102672089518,3192.3779998997925,3192.1933051027854,3192.808978905501,3198.589058175303,3185.892462639846,3192.3676231856025,3192.3779998997925,3190.0299709705123,3195.0648358793133,3192.3267444158632,3192.3779998997925,3054.936376889013,3237.737281824234,2549.6456736979726
