,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,0.6300971709028171,0.030025146703980442,0.629917492301638,0.630276586487643,0.6270997185961245,0.6355797033765347,0.6514535146577776
ptCorr_10to15_abseta_0p8to1p579,0.6703297179686644,0.040161476119770896,0.6701633578339863,0.6704958254380534,0.6769559237494,0.6810604327237487,0.745781208836515
ptCorr_10to15_abseta_1p579to2p5,0.738553271121553,0.045095141206274975,0.7384451575423017,0.7386612417231996,0.74324045678713,0.744707839394936,0.7375865885215225
ptCorr_15to20_abseta_0p0to0p8,0.3673822200759119,0.023705128467519775,0.36677891744525215,0.3679840135613706,0.38717163539223165,0.3751476668467219,0.4113643877235866
ptCorr_15to20_abseta_0p8to1p579,0.4301944266444817,0.030184979241111957,0.42974618765382133,0.4306416926063469,0.43116011964749684,0.4238244732179796,0.4586437198675288
ptCorr_15to20_abseta_1p579to2p5,0.5655258211089149,0.03369518286114509,0.5652950199832579,0.5657562542274979,0.5563337000912354,0.5860106075655402,0.6272549478841578
ptCorr_20to25_abseta_0p0to0p8,0.24021247521122394,0.02162362463141796,0.23873252225611982,0.24168533347762977,0.24694419363603026,0.26290272903781703,0.259496846432118
ptCorr_20to25_abseta_0p8to1p579,0.3165470950431053,0.02859976892539739,0.315518329141187,0.3175718459867151,0.3765048397653327,0.3192525457272784,0.3508608517882098
ptCorr_20to25_abseta_1p579to2p5,0.37638077022523075,0.02335775843984052,0.37590776490410543,0.37685280912656116,0.3870451350614781,0.40102163144679687,0.4008525959299439
ptCorr_25to35_abseta_0p0to0p8,0.19506522843567412,0.019385044808246113,0.19098790414075978,0.19909352437186056,0.2142922036509377,0.199154979395759,0.24903642788460567
ptCorr_25to35_abseta_0p8to1p579,0.2220588784975156,0.020260818035651787,0.2199529243767002,0.22415062147162795,0.19926997122021137,0.22198245179121476,0.36137667916093147
ptCorr_25to35_abseta_1p579to2p5,0.25804086514977415,0.014965566354966089,0.2571238908389668,0.2589549407645395,0.2649852260441486,0.2761646374586874,0.3649327516172151
ptCorr_35to50_abseta_0p0to0p8,0.1677654312697595,0.01748532333901094,0.15686365089592844,0.1783539483704314,0.17188427395403047,0.17396287520898138,0.18091868398143215
ptCorr_35to50_abseta_0p8to1p579,0.17401235226466616,0.01605440821956329,0.16647330664898552,0.18139540301718857,0.16401840126900866,0.1889465467926394,0.17181278185023913
ptCorr_35to50_abseta_1p579to2p5,0.22155045607652243,0.010608828734430038,0.2187313077276161,0.2243461306212941,0.198201956392103,0.22788904709719096,0.24987832558663475
ptCorr_50to100_abseta_0p0to0p8,0.22020351746450662,0.03266096113851774,0.2031979737956526,0.23641510814644198,0.19882068414793114,0.22723526990875048,0.2653357186594596
ptCorr_50to100_abseta_0p8to1p579,0.22463178393418876,0.027067465196576244,0.21462509201006363,0.2343513230359698,0.22579674483789586,0.22300145740392405,0.3531941816156683
ptCorr_50to100_abseta_1p579to2p5,0.2406321267788669,0.015093025682384688,0.23730606434466506,0.24392554129396615,0.2332991930426936,0.24757509589673518,0.23012243597928672
