,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,1007.605820509123,33.57366563438096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.2706126269241,2428.3917812888712,128.2179160302768
ptCorr_10to15_abseta_0p8to1p579,625.2400128329901,25.276170145321753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.2604683196206,1497.207284542992,108.19639446102943
ptCorr_10to15_abseta_1p579to2p5,620.3203749847918,24.87324830212026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.1952319823644,1386.2936720333792,58.43523082339141
ptCorr_15to20_abseta_0p0to0p8,388.4933623754898,19.7838390895757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.1821897099146,853.2950840945747,53.005425364428966
ptCorr_15to20_abseta_0p8to1p579,347.43251895426613,18.826169482512192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.3259350346368,726.1648033117406,50.483625876061325
ptCorr_15to20_abseta_1p579to2p5,564.6286032563903,23.86060812069641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.75733874242417,1260.591739844436,51.75172986045138
ptCorr_20to25_abseta_0p0to0p8,198.55762895706397,14.482868509082609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.09431904926335,415.2026580470664,22.562564184202138
ptCorr_20to25_abseta_0p8to1p579,215.09168974746743,15.66772245238221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.75094561315271,427.084922045882,27.488490401340258
ptCorr_20to25_abseta_1p579to2p5,453.18037628608784,22.454750302620365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.25335857961437,893.8427553665344,31.69783230152443
ptCorr_25to35_abseta_0p0to0p8,205.68891276970322,14.70045009626792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.6149132177317,341.17049302147666,21.113477740491792
ptCorr_25to35_abseta_0p8to1p579,209.46271798906864,15.156001159017006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.63593056243973,325.1923114277015,25.794412900288506
ptCorr_25to35_abseta_1p579to2p5,464.80023287841766,22.386326072908666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.33011114376222,791.0891880224965,43.18630275826404
ptCorr_35to50_abseta_0p0to0p8,341.5641287138915,18.66922945776739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.46025267575249,449.2138009828381,21.251176989549343
ptCorr_35to50_abseta_0p8to1p579,329.7132836562637,18.408470077210442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.18841673855363,436.24498850157937,19.052443064554303
ptCorr_35to50_abseta_1p579to2p5,762.1121379262082,27.944809540890127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.61601353639577,994.1920583919181,43.806766747432725
ptCorr_50to100_abseta_0p0to0p8,221.14845115761352,15.093619386577403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.8804768065461,276.56281930889645,22.38289736938508
ptCorr_50to100_abseta_0p8to1p579,226.8463714704067,15.680884724123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.75218689748806,274.65553098502625,23.548261319717152
ptCorr_50to100_abseta_1p579to2p5,489.15060256069853,22.991142603259245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.9728400146131,594.9482835979137,29.623984873503755
