,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,ElectronRecoSFUp,ElectronRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,451852.2311547222,87107.32335537161,420059.2938997786,451110.93746512814,452580.1097923196,486979.19916249154,451852.2311547222,469262.89819123485,469172.5543113265,487011.984716672,430735.432909951,451852.2311547222,451852.2311547222,458415.99328976305,451852.2311547223,451852.2311547222,451852.2311547222,315185.6551690594,912736.6555370894,1051.7773702083005
ptCorr_10to15_abseta_0p8to1p579,409186.0555335428,81710.36858187725,404375.97236252244,408447.034026933,409919.714315565,430074.8970082784,409186.0555335428,408849.8422620558,397982.4912804934,464762.5594325606,409186.0555335428,409186.0555335428,409186.0555335428,409324.5592230014,409324.5592230014,409186.0555335428,409186.0555335428,192939.64409860998,810515.2485650879,9078.92126691987
ptCorr_10to15_abseta_1p579to2p5,841145.956091796,115322.58971291408,757337.152109083,838964.6228578765,843213.726328124,857654.8989639559,841145.956091796,830898.2412910538,829786.624380794,865503.3380071698,823687.3938631143,841145.956091796,841145.956091796,863401.1999252785,841380.959616703,841145.956091796,841145.956091796,477257.74866221537,1467037.9615459372,33219.418223175184
ptCorr_15to20_abseta_0p0to0p8,594073.2799705733,114858.44088144659,580592.3108123528,591818.9100295946,596325.815545872,640256.5046200745,594073.2799705733,606941.5628604303,574434.9250083643,605617.8599952117,561295.6864921221,594073.2799705733,594073.2799705733,594073.2799705733,594073.2799705733,594073.2799705733,594073.2799705733,286848.9697606032,984852.8159810288,6067.723836756935
ptCorr_15to20_abseta_0p8to1p579,716529.0232189306,213454.95291509092,502162.3553084379,715375.0180666347,717673.9410745203,756634.4900380274,716529.0232189306,728847.712459833,715282.4503660057,763904.764496407,697129.7565059803,716529.0232189306,716529.0232189306,716529.0232189306,716529.0232189306,716529.0232189306,716529.0232189306,512393.4727312214,1227105.384483843,38092.214900212544
ptCorr_15to20_abseta_1p579to2p5,1715007.0829118118,178297.97552993376,1576501.0693503742,1711367.9117419575,1718646.2039644795,1749518.8474806843,1715007.0829118118,1681392.622119333,1710559.6763362407,1816920.8069535056,1544540.9990327389,1715007.0829118118,1715007.0829118118,1694678.405203693,1761620.630515509,1715007.0829118118,1715007.0829118118,684802.6376778716,3385813.8796133604,45947.19737771587
ptCorr_20to25_abseta_0p0to0p8,734456.1723694565,109523.0260267027,678435.1635224257,733773.2662333461,735139.7706885561,741592.7337828015,734456.1723694565,755705.2568521609,739532.4078563781,796783.2029527328,701285.5904724963,734456.1723694565,734456.1723694565,734456.1723694565,734456.1723694566,734456.1723694565,734456.1723694565,271364.91097009665,1906443.311617212,22429.066179826776
ptCorr_20to25_abseta_0p8to1p579,980066.8426421853,135602.66712992694,921783.9786589061,979386.8654854314,980716.0894651716,986485.7052875311,980066.8426421853,1017959.6530091534,980066.8426421853,1081976.8532361255,919323.8523673973,980066.8426421853,980066.8426421853,980066.8426421853,980066.8426421853,980066.8426421853,980066.8426421853,528481.1713747391,2174946.1771392887,47361.991367509196
ptCorr_20to25_abseta_1p579to2p5,3492545.1931452714,261445.98096897596,3348487.144759844,3467526.34314607,3515152.1969488887,3510698.3155682804,3492545.1931452714,3458658.980612892,3356928.270834065,3603800.930588125,3156772.28720795,3492545.1931452714,3492545.1931452714,3487928.1197556895,3501059.8656076225,3492545.1931452714,3492545.1931452714,1583337.5797216985,6850761.238924531,133740.11816832024
ptCorr_25to35_abseta_0p0to0p8,2075881.9040004069,193290.49597334297,2023070.8370344935,2073792.8419325845,2077896.4783385065,2080138.316286577,2075881.9040004069,2086866.313855497,2051575.2435401368,2257967.61154917,2031522.8467874741,2075881.9040004069,2075881.9040004069,2079320.2806050095,2075881.9040004069,2075881.9040004069,2075881.9040004069,1067224.6189426554,3594388.3770776866,33058.22038516784
ptCorr_25to35_abseta_0p8to1p579,2434341.011448403,218574.7863982323,2335483.3980735256,2432092.8262098758,2436509.2471468407,2440379.0088890293,2434341.011448403,2453973.8190771984,2383754.2251419183,2555124.3793871887,2293994.0502925524,2434341.011448403,2434341.011448403,2434129.299623513,2429551.7798894416,2434341.011448403,2434341.011448403,988190.7076118272,3439879.1520785606,85605.54127831294
ptCorr_25to35_abseta_1p579to2p5,6036415.797234969,335019.3986383953,5878267.182326967,5983045.227344407,6087578.351966161,6057790.257588922,6036415.797234969,6090688.208451501,6029171.864411263,6240307.309419267,5697986.286406767,6036415.797234969,6036415.797234969,6067079.623539921,5995510.4024224775,6036415.797234969,6036415.797234969,2981774.404855666,9969168.66517972,144893.66702148318
ptCorr_35to50_abseta_0p0to0p8,1327017.643186015,138043.97390809125,1307346.1388113098,1325509.0480011543,1328453.1721552461,1329674.4976842871,1327017.643186015,1334277.9151270299,1314524.071919526,1366327.9202274883,1249719.855076468,1327017.643186015,1327017.643186015,1323853.125675572,1327017.6431860153,1327017.643186015,1327017.643186015,746543.5827358342,1742081.1723921655,29761.98353034443
ptCorr_35to50_abseta_0p8to1p579,1515753.1658476926,133404.0499149858,1489656.7453979873,1513260.0329277234,1518155.5209113332,1519374.7553359047,1515753.1658476926,1528584.0013523994,1528242.924754778,1560755.841983258,1411695.0406656768,1509525.2126105838,1515753.1658476926,1509743.424072329,1518929.5049940406,1515753.1658476926,1515753.1658476926,949063.0680430132,1875347.2769229568,35465.83238398602
ptCorr_35to50_abseta_1p579to2p5,4351222.220015681,236758.5833050155,4094629.451407828,4295842.593674576,4406432.722765465,4365969.944426579,4351222.220015681,4306538.627344136,4338579.244523487,4456679.999631855,4265985.3516662745,4351223.172165527,4351222.220015681,4341910.325782096,4350946.846332111,4351222.220015681,4351222.220015681,2868898.0434453487,5543127.341705901,118162.95688803063
ptCorr_50to100_abseta_0p0to0p8,590325.1300979337,63169.161225374846,583218.2782000838,623672.3889270546,627533.1266231214,627942.312069552,625612.8748147918,625612.8748147918,625612.8748147918,628854.8397988098,624394.3842021646,625612.874814792,625612.8748147918,631070.6318622223,625612.8748147922,625612.8748147918,625612.8748147918,520824.0658601493,774491.2813591053,18104.13173664462
ptCorr_50to100_abseta_0p8to1p579,703260.2804594785,57516.76755651203,697562.3826262513,725911.7852569023,728863.295431883,729824.8483600904,727406.0774313505,733220.3360575993,727406.0774313505,734445.443635173,708565.9834103095,733634.0306684594,727406.0774313505,733635.4224863604,722897.7234805502,727406.0774313505,727406.0774313505,635614.5141900602,829948.9149660544,20010.282385757666
ptCorr_50to100_abseta_1p579to2p5,2216000.1069921455,103436.25159059436,2305900.5093806377,2289894.944161345,2366573.57124922,2341893.9253176157,2328384.6381138046,2312464.9505788335,2328384.6381138046,2367692.8856219365,2311275.999306239,2328384.638113803,2328384.6381138046,2341676.9859600286,2313810.697876444,2328384.6381138046,2328384.6381138046,1946902.9432871179,2668144.1909445613,98653.64140638997
