0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adam', 0.01, 'CyclicLR')","(64, 'AdamW', 0.01, 'ExponentialLR')","(64, 'Adadelta', 0.001, 'CyclicLR')","(64, 'RMSprop', 0.002, 'CyclicLR')","(128, 'AdamW', 0.01, 'StepLR')","(64, 'Adam', 0.005, 'StepLR')","(128, 'AdamW', 0.01, 'CyclicLR')","(64, 'Adadelta', 0.01, 'CyclicLR')","(64, 'Adadelta', 0.002, 'StepLR')","(64, 'Adam', 0.001, 'ExponentialLR')","(128, 'AdamW', 0.005, 'StepLR')","(128, 'AdamW', 0.002, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(128, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.005, 'StepLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'Adam', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.002, 'ExponentialLR')"
fitness,0.6116892607552664,0.5446906757581801,0.6936272539411272,0.604781126839774,0.5545386429514204,0.5370531252225239,0.5922577803475516,0.6991655088152204,0.6878170198713031,0.5387006029855638,0.5382024372645787,0.5370900639920008,0.5369505815278915,0.5368884816850934,0.5360667908759343,0.5350549238976979,0.5345134686061314,0.5330330907276698
