0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adam', 0.001, 'CyclicLR')","(64, 'AdamW', 0.01, 'StepLR')","(64, 'AdamW', 0.005, 'CyclicLR')","(128, 'Adam', 0.001, 'ExponentialLR')","(64, 'Adam', 0.001, 'CyclicLR')","(128, 'RMSprop', 0.01, 'StepLR')","(64, 'RMSprop', 0.001, 'CyclicLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(128, 'AdamW', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.005, 'StepLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'Adam', 0.002, 'ExponentialLR')","(64, 'Adam', 0.002, 'StepLR')","(64, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.001, 'CyclicLR')","(64, 'AdamW', 0.002, 'StepLR')","(128, 'Adam', 0.005, 'StepLR')","(64, 'AdamW', 0.002, 'ExponentialLR')"
fitness,0.5368855261802674,0.5489806916373117,0.5488364651770818,0.5366225660187857,0.5334811304183232,0.8155411901701065,0.5496393519810268,0.5395039221218654,0.536733923980168,0.5360667908759343,0.5350549238976979,0.5345134686061314,0.5339806885492234,0.5338467549710046,0.5334567521072568,0.5331623023123969,0.5331272178604489,0.5330330907276698
