syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(3.614348785486706, 0.020263496046959636)","(44.853633983757895, 4.650812372094799)","(0.8967446481699968, 0.40982390275531094)","(21.368585233908984, 0.7176793497638276)","(24.458182465183636, 0.28103962915960257)","(9.389595202098043, 0.20317243536572993)"
L1PrefireUp,"(3.5771565720953613, 0.02006737971944999)",-,-,"(21.158072075957204, 0.7113208788599393)","(24.156596906045934, 0.27777945815077965)","(9.239237836144769, 0.20023624461320022)"
L1PrefireDown,"(3.6506591998795224, 0.020457262001085472)",-,-,"(21.577787695245046, 0.7240534600396091)","(24.756604666543826, 0.2843199419290622)","(9.539250809400798, 0.20621218673428132)"
PileupReweightUp,"(3.5908628775492097, 0.021859778506603148)",-,-,"(21.47940069631126, 0.8136635787280937)","(24.33306012438956, 0.3045311971442135)","(9.272097192637132, 0.21915220785616144)"
PileupReweightDown,"(3.636564152089104, 0.019480690023604356)",-,-,"(21.223354388580013, 0.6658206469890778)","(24.57635247485347, 0.26978252021452354)","(9.496292236818514, 0.19534454098200527)"
MuonIDSFUp,"(3.6868915524764354, 0.02066492336011576)",-,-,"(21.7570218488445, 0.7305256167806221)","(24.875401217408655, 0.2858188760626358)","(9.5560013295675, 0.20677434317626434)"
MuonIDSFDown,"(3.542676461669663, 0.019870656777375487)",-,-,"(20.984503892602064, 0.7051096685828289)","(24.045575882374568, 0.2763545497114896)","(9.225129006402513, 0.19964711216162567)"
DblMuTrigSFUp,"(3.61485207275773, 0.02026628675113863)",-,-,"(21.372021972858665, 0.7177979686695624)","(24.46246763462806, 0.28108923660453067)","(9.391010737198105, 0.20320212471280208)"
DblMuTrigSFDown,"(3.6138388247497915, 0.020260668735737303)",-,-,"(21.365094594998837, 0.7175589177970721)","(24.45382913121071, 0.28098923670648956)","(9.388158582634157, 0.203142321976486)"
JetResUp,"(3.6151654593556213, 0.020273196538046323)",-,-,"(21.97176736742105, 0.7191696484705749)","(24.464079277942695, 0.28105115754257476)","(9.428742531779035, 0.20314996684203185)"
JetResDown,"(3.613027952809312, 0.020259999363033337)",-,-,"(21.306544839235357, 0.7101669350695387)","(24.462522868058873, 0.28098836142158756)","(9.421397384074709, 0.20274254090094454)"
JetEnUp,"(3.6465210387192872, 0.02035190713384442)",-,-,"(22.597564259559654, 0.7373251094481322)","(24.510862182924644, 0.2814645490739354)","(9.555404807835725, 0.20472890570810365)"
JetEnDown,"(3.578218627164021, 0.020161868451695635)",-,-,"(20.472298199180646, 0.6988698314997966)","(24.37733516809088, 0.2805963378642844)","(9.278154529678421, 0.20155587048117982)"
MuonEnUp,"(3.6166272057153646, 0.02026489024482201)",-,-,"(21.34302120164054, 0.715550618935262)","(24.312445920112605, 0.28037066857517784)","(9.31845237931782, 0.202822745536402)"
MuonEnDown,"(3.6108711986649746, 0.020255987353452496)",-,-,"(21.35980320807745, 0.719765816791453)","(24.58793452187776, 0.2818749610285919)","(9.454858802037023, 0.2038442931848553)"
NonpromptUp,-,"(89.06773093664262, 8.522459153497906)",-,-,-,-
NonpromptDown,-,"(28.638297365661916, 4.001646064540275)",-,-,-,-
ConversionUp,-,-,"(1.2271478185890967, 0.5608224250885208)",-,-,-
ConversionDown,-,-,"(0.5663414777508966, 0.258825380422101)",-,-,-
