syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(61.779323427441966, 0.26333703317158513)","(17.203611531736083, 2.717710275262736)","(0.12666713682733952, 0.12666713682733952)","(7.406405312809485, 0.6508993639131402)","(8.942050905164399, 0.16583881166962153)","(2.3800451029902594, 0.2641990973087134)"
L1PrefireUp,"(61.46527889365599, 0.26217848771422214)",-,-,"(7.3559098659065265, 0.6479832105619445)","(8.878788975673462, 0.16482750880169897)","(2.359322960809222, 0.25962023061219114)"
L1PrefireDown,"(62.088925640626364, 0.26450854248208394)",-,-,"(7.456466758631662, 0.6538785933607852)","(9.004930450723341, 0.16687924073225505)","(2.4012950703764564, 0.26912298319978023)"
PileupReweightUp,"(61.81835692365581, 0.27399881254005526)",-,-,"(7.554499191073685, 0.6744443977864002)","(8.94887802129766, 0.1706934063779209)","(2.320469726462761, 0.2592253490354135)"
PileupReweightDown,"(61.706355989353064, 0.2646625811965149)",-,-,"(7.286423329091413, 0.6541764020564628)","(8.945590749288238, 0.16767957878850545)","(2.412900267833371, 0.2739778561851493)"
MuonIDSFUp,"(62.5735311103974, 0.26660568316269156)",-,-,"(7.501729792448431, 0.6594949694703786)","(9.057361402700666, 0.16794354404015674)","(2.4189768216207748, 0.26952366109874465)"
MuonIDSFDown,"(60.99155200555764, 0.2601257634881644)",-,-,"(7.311835346053893, 0.642462759084796)","(8.82772085914151, 0.16377244684545694)","(2.341484413485297, 0.25894907820068563)"
DblMuTrigSFUp,"(61.791972638391826, 0.26339035449644443)",-,-,"(7.407881105520732, 0.6510230527551957)","(8.943872509069465, 0.1658724289737822)","(2.3804547047300404, 0.2642220065812061)"
DblMuTrigSFDown,"(61.766547528281166, 0.2632831901961096)",-,-,"(7.404912348291357, 0.650774390947007)","(8.94021090170617, 0.1658048634170192)","(2.37963151706174, 0.26417605425399404)"
JetResUp,"(62.44042836847556, 0.2648369235791709)",-,-,"(7.788712710248018, 0.6591197288983093)","(8.942070201485981, 0.16554066325302208)","(2.379530982371275, 0.2640511064806323)"
JetResDown,"(61.07495288934679, 0.2617300099006783)",-,-,"(7.2905643939125016, 0.6420069852675857)","(8.953676375239487, 0.1656739356496674)","(2.381468557117032, 0.2648352755502355)"
JetEnUp,"(63.820597883603284, 0.26777815326315557)",-,-,"(7.961617853610893, 0.6715807018289706)","(9.004139957662451, 0.16631445795936078)","(2.398609841565254, 0.2643716966854643)"
JetEnDown,"(59.724837531276684, 0.2587879148436455)",-,-,"(7.15639770767306, 0.6303347468207455)","(8.896445948298005, 0.16532791346436054)","(2.3258485503367856, 0.2640130091507344)"
MuonEnUp,"(61.792494670698815, 0.26334780098620986)",-,-,"(7.2830299357663435, 0.64919705235158)","(8.97186473411858, 0.16590633096893292)","(2.3862640578462, 0.2642203874766468)"
MuonEnDown,"(61.72093494057389, 0.2631603738515077)",-,-,"(7.444755642939736, 0.6507323242885652)","(8.934023967640035, 0.16578667012514037)","(2.3822094901572117, 0.2641743570151287)"
ElectronEnUp,"(61.778340786749254, 0.26333519980602965)",-,-,"(7.406405312809485, 0.6508993639131402)","(8.940364180329585, 0.16583023371907735)","(2.3800451029902594, 0.2641990973087134)"
ElectronEnDown,"(61.780379497948545, 0.2633391507629038)",-,-,"(7.406405312809485, 0.6508993639131402)","(8.942050905164399, 0.16583881166962153)","(2.3800451029902594, 0.2641990973087134)"
ElectronResUp,"(61.779323427441966, 0.26333703317158513)",-,-,"(7.406405312809485, 0.6508993639131402)","(8.942050905164399, 0.16583881166962153)","(2.3800451029902594, 0.2641990973087134)"
ElectronResDown,"(61.779323427441966, 0.26333703317158513)",-,-,"(7.406405312809485, 0.6508993639131402)","(8.942050905164399, 0.16583881166962153)","(2.3800451029902594, 0.2641990973087134)"
NonpromptUp,-,"(35.08125291427696, 4.843309128194163)",-,-,-,-
NonpromptDown,-,"(5.235921191223691, 2.2830945736495445)",-,-,-,-
ConversionUp,-,-,"(0.17410341728568135, 0.17410341728568135)",-,-,-
ConversionDown,-,-,"(0.07923085636899768, 0.07923085636899768)",-,-,-
