syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(24.34181337094381, 0.16552210611076257)","(6.017603458423159, 1.7808047676099348)","(0.10004147428739696, 0.07163068488534854)","(2.395318622406245, 0.21340306475233703)","(3.848723759033953, 0.11227825187405116)","(1.2258727813731143, 0.26882120441907165)"
L1PrefireUp,"(24.095149247555156, 0.16393305610347694)",-,-,"(2.3704302769017476, 0.21133263461907953)","(3.8058424245114497, 0.11103491314590883)","(1.2092170578423793, 0.26664561027016925)"
L1PrefireDown,"(24.585375457876943, 0.16711146188324746)",-,-,"(2.420216259781437, 0.2155030518051986)","(3.8909621110501287, 0.1135251612029284)","(1.2424638279156988, 0.2710052865125061)"
PileupReweightUp,"(24.312181046144595, 0.18052052228634557)",-,-,"(2.4389808086902947, 0.22991945535687883)","(3.8204179046604874, 0.12206201595127304)","(1.2575098978637282, 0.29135176316462263)"
PileupReweightDown,"(24.37931449988965, 0.1582798727011373)",-,-,"(2.3362041621887633, 0.2030681169403628)","(3.870281523643761, 0.10749529806678564)","(1.2029985019391483, 0.25152417765843066)"
MuonIDSFUp,"(24.693954169982, 0.16782304827915828)",-,-,"(2.4269365450461744, 0.2165581133516792)","(3.906896571588514, 0.11383542511411662)","(1.2430150597302043, 0.27394650701318163)"
MuonIDSFDown,"(23.993124264587482, 0.1632619662001068)",-,-,"(2.364033766923527, 0.2103048224917513)","(3.791173316418628, 0.11074943051785294)","(1.2088352639483932, 0.26377019656302464)"
DblMuTrigSFUp,"(24.346296454983587, 0.16555208361679669)",-,-,"(2.3956992358067892, 0.21344008397514344)","(3.8494106522209366, 0.11229805721421858)","(1.226043197233655, 0.2688570742544853)"
DblMuTrigSFDown,"(24.337260942722487, 0.16549167553409674)",-,-,"(2.3949324260971405, 0.2133654537324679)","(3.848026267902086, 0.11225814906946117)","(1.22570025285571, 0.2687849164423891)"
JetResUp,"(24.477365146241354, 0.16603213947471385)",-,-,"(2.3554534152637308, 0.214531389819244)","(3.8365942451566735, 0.11224446370659016)","(1.2243137192236118, 0.26879008789480907)"
JetResDown,"(24.22087936275231, 0.16495417670777646)",-,-,"(2.4244231873148827, 0.21761673658709943)","(3.841523343562872, 0.11226178710498533)","(1.2319672627184721, 0.2688194947106153)"
JetEnUp,"(25.027198780986954, 0.16796810833752251)",-,-,"(2.4924563893624456, 0.21893890439126723)","(3.8592034082156697, 0.11242936765416583)","(1.2393864301360913, 0.2690147571468673)"
JetEnDown,"(23.71227945719352, 0.16323807756128617)",-,-,"(2.2187935774479177, 0.20672648952531933)","(3.824499336958536, 0.1120420461247287)","(1.2112255622884949, 0.2684829279253726)"
MuonEnUp,"(24.35040560181331, 0.16553660522639396)",-,-,"(2.3815607653200903, 0.21330163442326577)","(3.8542903927152787, 0.11228213012097878)","(1.2288818100777708, 0.2688526081198453)"
MuonEnDown,"(24.329277840653347, 0.16548642368608704)",-,-,"(2.4039214046639854, 0.21476056330618185)","(3.8510059672297112, 0.11234101120570235)","(1.2306105767601838, 0.2688425959954271)"
ElectronEnUp,"(24.34181337094381, 0.16552210611076257)",-,-,"(2.395318622406245, 0.21340306475233703)","(3.848723759033953, 0.11227825187405116)","(1.2258727813731143, 0.26882120441907165)"
ElectronEnDown,"(24.344860187906256, 0.16553383359589374)",-,-,"(2.395318622406245, 0.21340306475233703)","(3.848723759033953, 0.11227825187405116)","(1.2258727813731143, 0.26882120441907165)"
ElectronResUp,"(24.34181337094381, 0.16552210611076257)",-,-,"(2.395318622406245, 0.21340306475233703)","(3.848723759033953, 0.11227825187405116)","(1.2258727813731143, 0.26882120441907165)"
ElectronResDown,"(24.34181337094381, 0.16552210611076257)",-,-,"(2.395318622406245, 0.21340306475233703)","(3.848723759033953, 0.11227825187405116)","(1.2258727813731143, 0.26882120441907165)"
NonpromptUp,-,"(10.441967497701663, 3.1659421481493863)",-,-,-,-
NonpromptDown,-,"(3.5980269863859955, 1.498815608154698)",-,-,-,-
ConversionUp,-,-,"(0.13690148827845985, 0.09802281940626079)",-,-,-
ConversionDown,-,-,"(0.06318146029633409, 0.0452385503644363)",-,-,-
