syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(18.180162145886705, 0.12891536114829708)","(2.1904228750630352, 1.0392742948884126)","(-0.18609835223609664, 0.18609835223609664)","(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
L1PrefireUp,"(17.997493051511693, 0.1276570000920945)",-,-,"(0.39074117566510064, 0.08178015701431561)","(0.36427410365610935, 0.0335368029278629)","(0.08386811732330514, 0.017266569537641458)"
L1PrefireDown,"(18.353561672614088, 0.13011491426972155)",-,-,"(0.3967301162000877, 0.08310961122604277)","(0.3712128932561036, 0.03417571988616667)","(0.08580251647368313, 0.01774350445752772)"
PileupReweightUp,"(17.87994777844752, 0.12673017353267738)",-,-,"(0.41126393924158605, 0.08443958263165034)","(0.36340759290422653, 0.03350352505948978)","(0.08195217836747953, 0.01718163140319004)"
PileupReweightDown,"(18.464998608910406, 0.1331582509170026)",-,-,"(0.3779261953427248, 0.08182470578579694)","(0.37102508937863243, 0.03482682824666028)","(0.08790736792487945, 0.018049991133066687)"
MuonIDSFUp,"(18.86443884676675, 0.1338115664588693)",-,-,"(0.4093369902927838, 0.08566653639098619)","(0.3802387465613072, 0.035018405384980196)","(0.08758697524034069, 0.01802164696967347)"
MuonIDSFDown,"(17.51172461093505, 0.12417712961287823)",-,-,"(0.37864083143155164, 0.07934286921451937)","(0.35566938252744185, 0.032742606125750175)","(0.08217321661468802, 0.017005492068729342)"
DblMuTrigSFUp,"(18.187910779220726, 0.1289702759364023)",-,-,"(0.39402584389629874, 0.0824964647027371)","(0.36798634252801254, 0.033879656512977155)","(0.08488340079062785, 0.017514007636108143)"
DblMuTrigSFDown,"(18.17231089404351, 0.1288597374761998)",-,-,"(0.3936018339744661, 0.08240854243639116)","(0.36768589859618245, 0.03385104299184933)","(0.0848264493146864, 0.017500651319842915)"
JetResUp,"(18.190191316068052, 0.12895175234824255)",-,-,"(0.3591933729190804, 0.07592681887602311)","(0.3684119947083691, 0.03422874828384284)","(0.08466206354199324, 0.017564615803211198)"
JetResDown,"(18.186045970304406, 0.1289327964050941)",-,-,"(0.342569269726026, 0.07516163825891138)","(0.368568686399328, 0.03403685767455161)","(0.08305618665816747, 0.017522040026319238)"
JetEnUp,"(18.26879095913164, 0.12924808235132948)",-,-,"(0.43744757260155587, 0.08642808590734359)","(0.3693000683196981, 0.033888315263045976)","(0.08620873423769553, 0.017598626907811093)"
JetEnDown,"(18.10365436909971, 0.1286407203839719)",-,-,"(0.38720051499076963, 0.0824685155077871)","(0.3656216321971628, 0.033732003012994546)","(0.08212504838719588, 0.017243795046429415)"
MuonEnUp,"(18.188872381433193, 0.12894982768622512)",-,-,"(0.3769519742260535, 0.08070991340536268)","(0.3648375527902776, 0.0337484840391633)","(0.08374810243142577, 0.017477956645853894)"
MuonEnDown,"(18.181886739013397, 0.1289349404986756)",-,-,"(0.39381382210487786, 0.08245277678665107)","(0.35957478325424547, 0.03378180062199095)","(0.08243072754605578, 0.017422448467717157)"
ElectronEnUp,"(18.180162145886705, 0.12891536114829708)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
ElectronEnDown,"(18.180162145886705, 0.12891536114829708)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
ElectronResUp,"(18.180162145886705, 0.12891536114829708)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
ElectronResDown,"(18.180162145886705, 0.12891536114829708)",-,-,"(0.3938153653153606, 0.08245279910913919)","(0.36783709806022635, 0.033865435258773016)","(0.08485502232717416, 0.01750737349109665)"
NonpromptUp,-,"(4.05148141477088, 1.8106322622224336)",-,-,-,-
NonpromptDown,-,"(1.7120678214107077, 0.9919191201163764)",-,-,-,-
ConversionUp,-,-,"(-0.2546657930499954, 0.2546657930499954)",-,-,-
ConversionDown,-,-,"(-0.11753091142219783, 0.11753091142219783)",-,-,-
