syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(3.9742909596006593, 0.020849285160386467)","(13.84699353696192, 2.43784225621194)","(2.2370876085693725, 1.9723192137396195)","(8.050550705598686, 0.4889623562542555)","(7.828512079730546, 0.1683939539677413)","(2.721556844798483, 0.11770107201480907)"
L1PrefireUp,"(3.9335239263385904, 0.020639980280983076)",-,-,"(7.968242555341661, 0.48401737518902094)","(7.73505229436296, 0.16645109776469652)","(2.6816284727188715, 0.11604383832069999)"
L1PrefireDown,"(4.014335082431322, 0.021055938926628236)",-,-,"(8.13207927141634, 0.49389849680576453)","(7.920203011440442, 0.17031515978922535)","(2.7612619010714337, 0.11937460643329453)"
PileupReweightUp,"(3.922472388124852, 0.020546431453874962)",-,-,"(8.082169517791403, 0.4919063247613055)","(7.746607803121447, 0.1662816346117029)","(2.7083902669537365, 0.1161295225107302)"
PileupReweightDown,"(4.021499035388745, 0.021478351165803482)",-,-,"(7.9740195870467465, 0.49443763943705976)","(7.90573367692834, 0.17312940359810214)","(2.734935541424025, 0.12127520320648968)"
MuonIDSFUp,"(4.052785329639072, 0.021259590963065463)",-,-,"(8.210091195195613, 0.4983299762102203)","(7.970237007411824, 0.17137789737967832)","(2.7728664470003235, 0.11993882796465469)"
MuonIDSFDown,"(3.896715825135533, 0.020448293226932427)",-,-,"(7.893105443484262, 0.4798133692676322)","(7.6884021086755245, 0.1654733047753637)","(2.6708324885891446, 0.11551554191838849)"
DblMuTrigSFUp,"(3.9754786026661915, 0.020855449455448555)",-,-,"(8.053818385457486, 0.48915303922589815)","(7.831543242262343, 0.16845760368685767)","(2.7224837423641057, 0.1177413357672762)"
DblMuTrigSFDown,"(3.9730898718165917, 0.02084305273169311)",-,-,"(8.04723413243342, 0.48876895066574366)","(7.825440840736911, 0.16832947479706367)","(2.720617233824318, 0.11766029107151982)"
JetResUp,"(3.977378168888658, 0.02086399124612955)",-,-,"(7.877927395807296, 0.4889818961399389)","(7.818613001667309, 0.16818893552675393)","(2.712529654818627, 0.11756795623595087)"
JetResDown,"(3.9740891834418384, 0.02085026118743828)",-,-,"(8.051429582500969, 0.4950989225375283)","(7.826013554107991, 0.16842219146530654)","(2.7306164772751607, 0.11742024281998932)"
JetEnUp,"(4.01581891911977, 0.02096813974620061)",-,-,"(8.40320090935031, 0.5048965793425454)","(7.8693296579504, 0.16875333714748345)","(2.7369869671672586, 0.11843651478472478)"
JetEnDown,"(3.93199515295853, 0.020727533093935355)",-,-,"(7.548149600461801, 0.47182929347009345)","(7.802083465413222, 0.16801288816311769)","(2.6786671864258484, 0.11675638983445512)"
MuonEnUp,"(3.97627700470095, 0.020851954054247373)",-,-,"(7.844359608161087, 0.483770028259317)","(7.6627000377001275, 0.16677581249800666)","(2.6675415780833522, 0.11658115084985748)"
MuonEnDown,"(3.9702401292378884, 0.020835509191635813)",-,-,"(8.249355619140166, 0.4985534668604484)","(8.006962943697898, 0.17015127716509706)","(2.7677796437864988, 0.11859499201519066)"
NonpromptUp,-,"(26.332637561423113, 4.168272902593951)",-,-,-,-
NonpromptDown,-,"(7.813942464699638, 2.2712053031046824)",-,-,-,-
ConversionUp,-,-,"(4.261354743941849, 3.885817984743085)",-,-,-
ConversionDown,-,-,"(0.21282047319689618, 0.2226187790018344)",-,-,-
