syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(3.3695657504450267, 0.01976903622196288)","(4.09952562524032, 1.4083168319014483)","(0.15229058599504386, 0.11138549406083656)","(1.7725710301917934, 0.1881723873785739)","(2.7987493412084476, 0.09191286801722974)","(0.868556243790297, 0.11287317295760968)"
L1PrefireUp,"(3.335208981619841, 0.01957932553368854)",-,-,"(1.755771372339706, 0.18654342209085711)","(2.765740611719474, 0.09088693309299734)","(0.8534309528130839, 0.11165372604509098)"
L1PrefireDown,"(3.4033472137226575, 0.019957739446208683)",-,-,"(1.7892396253935818, 0.18979826293758773)","(2.8314870906479817, 0.09295186846288879)","(0.8835151464859791, 0.11398264553219022)"
PileupReweightUp,"(3.350657576246171, 0.021390819328302692)",-,-,"(1.8274293008101414, 0.21967444916092818)","(2.784515893224321, 0.09932762534544806)","(0.8494528580597185, 0.10835596328080797)"
PileupReweightDown,"(3.3889389802725587, 0.018987902628537563)",-,-,"(1.7184538253432335, 0.17277646868905902)","(2.8015654601724123, 0.08799826842036115)","(0.8889450860132178, 0.1186000999660011)"
MuonIDSFUp,"(3.4173614475848915, 0.020042946274398125)",-,-,"(1.7966903557269611, 0.190649065032651)","(2.8391737225243636, 0.09322223705902574)","(0.8817350107563503, 0.11360471153919217)"
MuonIDSFDown,"(3.3222355563382333, 0.019500299396150732)",-,-,"(1.7486513746054047, 0.18573835551622664)","(2.758761171560015, 0.09062899392516761)","(0.8555349843502066, 0.112153064325968)"
DblMuTrigSFUp,"(3.3700810580277216, 0.01977200687891557)",-,-,"(1.7728245258275754, 0.1882007015526045)","(2.7992165392795276, 0.0919278909625704)","(0.8686819962928762, 0.11288298387285393)"
DblMuTrigSFDown,"(3.3690429528975328, 0.019766023188666028)",-,-,"(1.7723138581062514, 0.18814363489239455)","(2.79827521101755, 0.09189762179286813)","(0.8684286348776529, 0.112863271744701)"
JetResUp,"(3.3741159409072727, 0.0197840547689598)",-,-,"(1.7998244430397141, 0.1957656763886587)","(2.799009508290762, 0.09180153377386242)","(0.8660681654372782, 0.1130438350033764)"
JetResDown,"(3.3598131020044084, 0.019738739526561175)",-,-,"(1.6469597103663016, 0.18840538446208566)","(2.800390703026107, 0.09192864808611487)","(0.8660147692191816, 0.11288225596300917)"
JetEnUp,"(3.422392347659715, 0.0199274091567589)",-,-,"(2.0101233671966425, 0.20101265276427893)","(2.8153895365623196, 0.09205669566983268)","(0.8822625230364054, 0.11384761790121359)"
JetEnDown,"(3.3178529494828597, 0.01961695411513278)",-,-,"(1.7308806657371392, 0.1821300743856984)","(2.782941317570157, 0.09167742908754492)","(0.8622294645406531, 0.1127410132366234)"
MuonEnUp,"(3.3722691600157466, 0.01977171974241131)",-,-,"(1.7698830295568826, 0.1874443737647183)","(2.799390227171739, 0.09191528749957337)","(0.8717921465977346, 0.11290378696135785)"
MuonEnDown,"(3.366348636964236, 0.01975733870276574)",-,-,"(1.783498841610942, 0.18839835719253797)","(2.8047501935823416, 0.0919331043541247)","(0.8736299755408518, 0.11294662956495284)"
NonpromptUp,-,"(9.852911176588952, 2.8513128507219685)",-,-,-,-
NonpromptDown,-,"(1.853775202997344, 1.0754686141118004)",-,-,-,-
ConversionUp,-,-,"(0.208401645637751, 0.1524251818376201)",-,-,-
ConversionDown,-,-,"(0.09617952635233674, 0.07034580628405306)",-,-,-
