syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(46.184740762565625, 0.1273573586036364)","(57.66390417445125, 5.280821642177913)","(0.7454136589044762, 0.47214869948881877)","(9.494843187249938, 0.6681816029280405)","(9.501611172007868, 0.1675267141073925)","(4.030488574730326, 0.3861941904901962)"
L1PrefireUp,"(45.94848809082213, 0.12679450235172285)",-,-,"(9.438866826328608, 0.6652713762605118)","(9.44343495727485, 0.16657735931353962)","(3.9972497372395797, 0.3843595827230925)"
L1PrefireDown,"(46.416133712016766, 0.12792226271680143)",-,-,"(9.549768980097054, 0.6711265673431477)","(9.558662400734985, 0.16849237415677426)","(4.063253055766001, 0.3878772392872656)"
PileupReweightUp,"(45.87583932428167, 0.13139410546374602)",-,-,"(10.440588062936277, 0.7560687726495209)","(9.38406819746599, 0.17155948063483217)","(3.9461007932062744, 0.34816982710026667)"
PileupReweightDown,"(46.48434242740572, 0.12882272681371418)",-,-,"(8.901355707090573, 0.6508597677568478)","(9.617477228098126, 0.16948773078626445)","(4.144479065216143, 0.4286604665528168)"
MuonIDSFUp,"(46.58625471483313, 0.1284621423927882)",-,-,"(9.582743083624003, 0.6740002767202873)","(9.589343632147711, 0.1690368025619188)","(4.0712653141908035, 0.3905225456272948)"
MuonIDSFDown,"(45.78589152693423, 0.12626321326240478)",-,-,"(9.407589308088168, 0.6624155555087123)","(9.41449373526486, 0.16603269784065222)","(3.9900332629188373, 0.38192012283202265)"
DblMuTrigSFUp,"(46.22163603606912, 0.12745834946798756)",-,-,"(9.50213968639159, 0.6686918221041255)","(9.509691752490436, 0.16766605644069235)","(4.033775165162173, 0.38646982848979694)"
DblMuTrigSFDown,"(46.14762247981591, 0.12725580009127208)",-,-,"(9.487495115289489, 0.6676680563988874)","(9.493476027219206, 0.16738653889791935)","(4.027181991222009, 0.38591739535437874)"
JetResUp,"(46.16311253564011, 0.12728838240323256)",-,-,"(9.560207154208372, 0.6814645828408734)","(9.50767896063164, 0.16783423817274526)","(4.067748874188103, 0.38604606962390686)"
JetResDown,"(46.101418221172906, 0.12722505814153603)",-,-,"(9.03077008995333, 0.6740798771044212)","(9.497188644541541, 0.1676233847404122)","(4.014787734111926, 0.3862174979235763)"
JetEnUp,"(46.56349202630677, 0.1279010911146434)",-,-,"(9.881073372562607, 0.6893151729296573)","(9.549213395036425, 0.167958220474477)","(4.102687532718708, 0.3864547279430521)"
JetEnDown,"(45.757638187621716, 0.1267531240142349)",-,-,"(8.455581496545527, 0.6438858604130971)","(9.473669267863771, 0.16727773676637037)","(3.640664121623021, 0.32550522432013257)"
MuonEnUp,"(46.20229197680373, 0.1273772672746049)",-,-,"(9.127169259004525, 0.663949552089783)","(9.48326241288468, 0.16742271895333932)","(4.183847908532361, 0.4109410274550438)"
MuonEnDown,"(46.1496727198929, 0.12732763384505505)",-,-,"(9.158592265934553, 0.6716311329016175)","(9.482700822978284, 0.167465681371814)","(4.009433279971132, 0.38614538906538526)"
NonpromptUp,-,"(67.51036690112329, 6.251838730621318)",-,-,-,-
NonpromptDown,-,"(48.48329969506296, 4.439276234586573)",-,-,-,-
ConversionUp,-,-,"(0.8150062204204545, 0.5162289722626712)",-,-,-
ConversionDown,-,-,"(0.6758210973884984, 0.4280684267149664)",-,-,-
