#parameters,chi2
-0.057831880295108246,0.012728133100105779,66.74566355564151
-0.01014389701713453,0.009310372030582973,3.35892011933559e-05,2.9194065826509172
-0.008954860531515568,0.009203858515424471,3.563503709300678e-05,-1.0258729684006007e-08,3.23662498393881
