,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,23842.924261610606,661.6433551679431,23030.736205499506,23769.170817039736,23878.04947050932,23852.131195537026,23833.71732768419,24127.396585496565,23545.431334915473,25445.930501506115,22468.844887930867,23842.924261610606,23842.924261610606,23842.924261610606,23842.924261610606,23815.359502534215,23838.26085120081,11873.100998740008,62022.74040622095,1818.7230964557277
ptCorr_10to15_abseta_0p9to1p6,18686.571593470035,584.9726053806548,18009.42009847622,18622.658682437665,18732.615939240026,18692.152289810063,18680.99089713001,18773.377796111265,18447.24704951454,19720.0903676749,17580.69330543811,18686.571593470035,18686.571593470035,18686.571593470035,18686.571593470035,18658.1819078599,18694.09097617196,9120.844221479736,46517.41395646909,1206.5038110971798
ptCorr_10to15_abseta_1p6to2p4,19697.600548661972,602.8684953339615,18626.757924226516,19581.173422630938,19806.40045105552,19713.93098915601,19681.270108167933,19914.594211350155,19527.131031023906,20929.520701053174,18683.323888350373,19697.600548661972,19697.600548661972,19697.600548661972,19697.600548661972,19674.064093864938,19695.08930122793,9708.794208324003,47765.97320378836,1389.3972315986045
ptCorr_15to20_abseta_0p0to0p9,15511.51552883579,537.1887048987023,14818.84075579872,15462.111614420863,15550.235546583986,15517.505293220629,15505.525764450951,15669.998711617347,15451.91456813368,16721.41035856127,14767.890366667658,15511.51552883579,15511.51552883579,15511.51552883579,15511.51552883579,15473.476179442001,15482.031110936245,7380.206289030154,40142.380910719185,1292.9822219542677
ptCorr_15to20_abseta_0p9to1p6,11424.801134955867,455.5730570294252,10947.504638088743,11384.509689243181,11458.880551193179,11428.210717123211,11421.391552788522,11504.344501620484,11275.154701446343,12095.6202009279,10739.808077084168,11424.801134955867,11424.801134955867,11424.801134955867,11424.801134955867,11453.190820566004,11426.346558427766,5382.666348402136,29715.217847151675,723.9379023763968
ptCorr_15to20_abseta_1p6to2p4,12135.28749971182,473.4152499088762,11443.393404401002,12053.238738815526,12212.893802768282,12145.370743058582,12125.204256365056,12238.989985395063,12018.612380096896,12716.93206326379,11315.096666821073,12135.28749971182,12135.28749971182,12135.28749971182,12135.28749971182,12107.890419044788,12168.761626687701,6116.82124875836,29110.989313412472,672.1487254393677
ptCorr_20to30_abseta_0p0to0p9,18816.793101148465,578.4480280374045,18585.62742337658,18743.908793607443,18878.54469751819,18824.059196904527,18809.52700539241,19117.831244343935,18576.188382875764,20032.83288878176,17626.160570412227,18816.793101148465,18816.793101148465,18816.793101148465,18816.793101148465,18882.397209618648,18828.60368279713,8762.516968242197,50075.56612617691,1171.830052863896
ptCorr_20to30_abseta_0p9to1p6,14229.047492933181,508.4972628503908,14034.426022366659,14178.254867798532,14271.360019290632,14233.33464717334,14224.760338693026,14475.216590748012,14078.190350827526,15098.019684248704,13397.386566170288,14229.047492933181,14229.047492933181,14229.047492933181,14229.047492933181,14217.19346370897,14233.879588780024,6096.9310397395175,36632.73841327292,651.1416947279646
ptCorr_20to30_abseta_1p6to2p4,13249.73903058508,489.6399429155061,12724.84143017859,13144.201290582332,13350.009194947039,13261.526078422063,13237.951982748094,13493.718740326065,13100.041342018305,14196.106274614429,12468.987738407432,13249.73903058508,13249.73903058508,13249.73903058508,13249.73903058508,13252.883357669141,13188.317974840336,6096.391379370582,32228.486901213622,716.6598248860921
ptCorr_30to50_abseta_0p0to0p9,19738.77995282971,606.6002093729078,18346.940815472208,19663.216785273456,19802.07757905195,19746.402073372457,19731.157832286946,19973.11329981266,19682.787225167012,20494.272193277495,18850.72903656463,19738.77995282971,19738.77995282971,19738.77995282971,19738.77995282971,19738.779952829704,19733.40456430959,9828.47067485651,35252.82855736884,836.3318789267943
ptCorr_30to50_abseta_0p9to1p6,15000.965463917495,529.437744117611,14070.116036759078,14949.087343183723,15045.133395842238,15005.506509690467,14996.424418144521,15134.117462305265,14992.541842871738,15665.882172422374,14532.212907729348,15000.965463917495,15000.965463917495,15000.965463917495,15000.965463917495,15012.819493141711,15016.004377578265,7666.1587023507245,25892.141133229714,952.1680665845315
ptCorr_30to50_abseta_1p6to2p4,13446.915478484183,501.0409342460831,12337.69018570224,13343.467727768379,13544.897267898,13457.94716254029,13435.883794428077,13508.026329664364,13385.097488681382,14044.488722963846,12789.649060355068,13446.915478484183,13446.915478484183,13446.915478484183,13446.915478484183,13480.436167147755,13472.634855134822,6943.870422904153,22410.718391952105,695.1598064505255
ptCorr_50to100_abseta_0p0to0p9,5950.847228972696,330.9867112098439,5975.620903288794,6377.207179175595,6426.221573045947,6406.33173012629,6401.3860359686905,6410.294116978027,6397.930319547163,6436.772992369891,6325.070470810516,6403.85888304749,6403.85888304749,6403.85888304749,6403.85888304749,6389.1901528492035,6397.423689918943,5027.792547633308,7138.931668532816,249.78929722404357
ptCorr_50to100_abseta_0p9to1p6,4766.729820580639,294.5074707017909,4950.8669755185665,5202.461077239814,5236.632450352369,5222.522234333759,5219.379052036118,5245.8779168510355,5237.443991497275,5316.452803539805,5146.819357688459,5220.95064318494,5220.95064318494,5220.95064318494,5220.95064318494,5220.95064318494,5220.950643184939,4356.084014543659,5855.025697518231,274.22648753005336
ptCorr_50to100_abseta_1p6to2p4,4643.435113558088,299.15075398661565,4289.0116122453655,4802.7712846023915,4888.165311623731,4850.654536634201,4842.146914157773,4846.400725395986,4833.382760327137,4904.949077498072,4824.628242374729,4846.400725395986,4846.400725395986,4846.400725395986,4846.400725395986,4855.430242986814,4807.642334638474,3938.4862332940006,5542.768997526562,229.40547171079214
