,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,19423.211672893,308.6471972919121,19094.665332682485,19367.05215744808,19459.29455039747,19430.71193689372,19415.71140889229,19610.29802712522,19247.271058327762,20590.37211949385,18375.774113507185,19423.211672893,19423.211672893,19423.211672893,19423.211672893,19397.068429408537,19461.39147701542,9117.84589873992,43899.89846889579,1715.4954027459235
ptCorr_10to15_abseta_0p9to1p6,11861.623179236763,239.56011422491713,11618.457054539424,11827.329088986702,11890.421807217479,11865.231785928338,11858.014572545184,11962.450000284562,11758.745725502133,12571.013679125317,11277.382027373973,11861.623179236763,11861.623179236763,11861.623179236763,11861.623179236763,11849.739604283053,11857.663861745721,5598.2435326843515,27122.36308626924,1093.7402809465705
ptCorr_10to15_abseta_1p6to2p4,8961.187795964352,212.62754476144818,8864.465404834269,8909.062851117797,9012.436280095693,8968.243753505336,8954.131838423373,9041.745543922929,8842.942775960542,9572.0189016896,8357.2867407554,8961.187795964352,8961.187795964352,8961.187795964352,8961.187795964352,8923.761703645534,8974.422848572776,4161.028010038762,20592.596331450586,809.9120369786009
ptCorr_15to20_abseta_0p0to0p9,21261.594821272316,311.0978014197646,20979.561627751904,21196.778903979313,21323.827333906665,21269.804976056264,21253.38466648838,21645.428408633907,20996.932291813504,22760.79094277377,19980.282830557986,21261.594821272316,21261.594821272316,21261.594821272316,21261.594821272316,21240.113893990918,21267.437391590545,9218.075740296728,48905.61126875586,1820.827591731366
ptCorr_15to20_abseta_0p9to1p6,12912.436223875222,241.45469526322546,12502.098032203263,12871.374882986462,12952.555190908055,12916.366346712297,12908.506101038152,13084.106130689801,12793.296968708632,13741.04936773666,12100.131108938349,12912.436223875222,12912.436223875222,12912.436223875222,12912.436223875222,12906.98155933302,12939.465843404,6041.7033829180245,28945.951932110907,960.1482494499783
ptCorr_15to20_abseta_1p6to2p4,10023.835376269617,211.96254135150508,9735.646886758472,9958.16040530036,10088.7616382415,10031.406287571193,10016.26446496804,10189.52849679758,9912.458253979366,10644.986857610167,9427.527136911878,10023.835376269617,10023.835376269617,10023.835376269617,10023.835376269617,10038.779934286475,10033.691324035359,4679.994195903674,22303.220439297653,797.5739666096708
ptCorr_20to30_abseta_0p0to0p9,47216.98843962479,441.0021830886372,46527.26127277005,47015.74872857832,47415.787539742734,47235.22125737811,47198.755621871474,47861.31711113409,46451.511185906056,50263.71637825592,44133.371523548056,47216.98843962479,47216.98843962479,47216.98843962479,47216.98843962479,47140.342195648576,47268.05646180044,19700.024516740865,95423.66511679057,3552.5685147380614
ptCorr_20to30_abseta_0p9to1p6,27221.488895900617,340.0237829007769,26695.86909339408,27119.734793166826,27320.968961066857,27229.7607029784,27213.217088822832,27555.976859406393,26969.736181550215,28727.891463651853,25748.60078677106,27221.488895900617,27221.488895900617,27221.488895900617,27221.488895900617,27195.975087381656,27233.488223068278,12006.5429444706,55424.28023105311,1729.6950127470132
ptCorr_20to30_abseta_1p6to2p4,21374.526488765398,303.58554338331874,20938.50717701926,21205.03382846638,21541.544860771613,21391.11577455302,21357.937202977777,21627.881440105077,21072.605364346775,22657.837050464954,20086.341369553083,21374.526488765398,21374.526488765398,21374.526488765398,21374.526488765398,21333.51747898254,21416.389350182515,9256.009897927042,44944.954627782194,1269.714526894103
ptCorr_30to50_abseta_0p0to0p9,88192.3017024787,578.3103561911713,88364.13068864752,87778.57056092535,88597.69897062759,88226.35711806799,88158.24628688938,88697.24962914275,87811.30019768683,90797.57532377243,85516.16599428431,88192.3017024787,88192.3017024787,88192.3017024787,88192.3017024787,88220.57805166766,88215.0813990766,44791.6132889164,120611.29933839277,3821.494641618892
ptCorr_30to50_abseta_0p9to1p6,63824.1340155066,494.64795416445276,64222.95099392929,63510.43911361538,64129.96585771459,63843.358257617074,63804.90977339613,64121.52382671748,63529.61763325092,65714.31255123328,61913.59933363788,63824.1340155066,63824.1340155066,63824.1340155066,63824.1340155066,63818.3365088872,63846.40841667396,36732.15377221816,87266.2556061253,2566.3771501039623
ptCorr_30to50_abseta_1p6to2p4,52579.59696739875,452.07102824859203,53066.47867357465,52077.75902132974,53075.96818461004,52622.17765963982,52537.0162751577,52795.636356670744,52287.04955010945,54228.32014383145,51010.808796113844,52579.59696739875,52579.59696739875,52578.21538347102,52579.59696739875,52531.898274756284,52634.12143385704,32925.198042577715,73810.60095332294,2239.158337083606
ptCorr_50to100_abseta_0p0to0p9,29588.066678013765,392.02832477066283,31649.384930207056,32877.98458386322,33180.92983803106,33045.935678580725,33020.424184967414,33081.07213766529,32999.2190021025,33418.69588631562,32572.51866187618,33033.17993177408,33033.17993177408,33028.89256810831,33033.17993177408,33062.31661973742,32992.557772981716,25924.993802013545,37597.2578282755,1797.587216608736
ptCorr_50to100_abseta_0p9to1p6,25196.501487331858,364.65197931893584,27333.420199493972,28004.02425840133,28252.43536042833,28139.667921190998,28122.936433501643,28163.645991481175,28093.742769870583,28410.817517174997,27701.867540480318,28131.302177346297,28131.302177346297,28131.302177346297,28131.302177346297,28138.18414310076,28107.384799477346,22102.829546709167,32066.373019339197,1509.529506436138
