,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,17596.483833070044,163.40566516211356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7158.660788748964,51635.589937755256,2570.1180048246792
ptCorr_10to15_abseta_0p9to1p6,12242.041970836772,136.12396600267513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5032.613776619359,35726.676358281606,1772.6999080076348
ptCorr_10to15_abseta_1p6to2p4,10749.609202644062,127.66429390125624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383.331686182772,31069.86710660517,1429.2732073135635
ptCorr_15to20_abseta_0p0to0p9,10364.072016729104,125.13146434587888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4312.467305730982,27404.11131018312,1507.8492693141184
ptCorr_15to20_abseta_0p9to1p6,6463.873602639783,98.42744172913417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2667.5208778854485,17531.36719860076,930.4561111646794
ptCorr_15to20_abseta_1p6to2p4,5829.698244134531,93.66982109824747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2318.4423562628012,15003.570690069879,810.73239588493
ptCorr_20to30_abseta_0p0to0p9,8401.34956955312,112.52497811523499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.7968496195717,17752.520456512255,1238.1279878983983
ptCorr_20to30_abseta_0p9to1p6,5214.745484823008,88.52860285120748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321.008593383257,11018.954662330238,741.2765707818119
ptCorr_20to30_abseta_1p6to2p4,4529.19630811632,82.92957763780397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.5551750848463,9202.335779026213,666.3098707410802
ptCorr_30to50_abseta_0p0to0p9,80928.61096668204,350.83068529656265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48444.300151902054,117928.23709403022,12174.003593417365
ptCorr_30to50_abseta_0p9to1p6,50033.46685769511,275.223622011922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30314.912693917136,72294.13482743334,7408.768025859295
ptCorr_30to50_abseta_1p6to2p4,38212.55862666606,240.94594952165775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23526.173988425944,55416.24713133307,5665.374601116272
ptCorr_50to100_abseta_0p0to0p9,15899.101902536728,155.29103799632125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14224.271597119618,18725.208386257294,2476.556580797999
ptCorr_50to100_abseta_0p9to1p6,9739.012081933442,121.55891508404345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8752.561366246215,11434.32267205432,1505.692223725905
ptCorr_50to100_abseta_1p6to2p4,7052.89196034881,103.73548152257945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6362.504826143785,8407.70029013398,1040.2918219776334
