,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,86.53412706092743,5.409977959196253,82.23757233554204,86.28130076508906,86.66486235489032,86.56754217316319,86.5007119486917,86.26768387980246,87.2758646054179,88.40810781911372,83.53867631636352,86.53412706092743,86.53412706092743,86.53412706092743,86.53412706092743,86.53412706092743,86.53412706092743,49.96917328270723,118.40468389780867,25.27270361682997
ptCorr_10to15_abseta_0p9to1p6,60.78129592410888,4.577583527089425,57.20961811838759,60.5446581791322,60.968014877340295,60.80005493164164,60.762536916576124,61.281035061592,61.30298003380696,63.33965450161261,59.492221067878575,60.78129592410888,60.78129592410888,60.78129592410888,60.78129592410888,59.915213099959566,60.78129592410888,38.311679722752146,84.83692372066699,15.622046421878702
ptCorr_10to15_abseta_1p6to2p4,54.38873501666215,4.336234176663356,50.96894204432934,54.044852730342846,54.72294685307402,54.42615159776153,54.351318435562774,54.72301556497409,54.518983467432356,55.00306830864436,53.37439061555498,54.38873501666215,54.38873501666215,54.38873501666215,54.38873501666215,54.38873501666215,54.81689627930875,37.56198694518679,71.32599720812551,11.607617847325052
ptCorr_15to20_abseta_0p0to0p9,58.46663753657711,4.295163163925309,61.820408582036386,58.28117420059236,58.62242167382135,58.48921440100838,58.44406067214586,58.68353490922274,58.44711319815001,60.055447956174156,57.697482023891524,58.46663753657711,58.46663753657711,58.46663753657711,58.46663753657711,58.46663753657711,58.77153950683182,39.670162776206766,77.11040661593665,16.621278351328396
ptCorr_15to20_abseta_0p9to1p6,36.708648688962406,3.480667509259116,35.97308119853784,36.55879434074193,36.84561815350215,36.7196656196425,36.69763175828231,36.708648688962406,36.708648688962406,37.54499774532138,35.30650976829074,36.708648688962406,36.708648688962406,36.708648688962406,36.708648688962406,37.57473151311172,36.708648688962406,23.913945758090698,57.20646277643533,10.537879757949694
ptCorr_15to20_abseta_1p6to2p4,28.940486066899894,3.1128850719613124,28.105327704636082,28.72235446015889,29.152467456744276,28.96993055642111,28.911041577378683,29.339109104755742,29.02556741418611,30.416330599099666,28.69259511198526,28.940486066899894,28.940486066899894,28.940486066899894,28.940486066899894,28.940486066899894,28.753612578017542,16.766015910622,40.707161080900875,6.81192270360177
ptCorr_20to30_abseta_0p0to0p9,88.35131606797009,5.433311368145231,83.26671537733912,87.97806764896823,88.7044560721279,88.38543288688139,88.31719924905876,88.86422450504638,87.77213714135681,90.63027880231846,85.09172345726309,88.35131606797009,88.35131606797009,88.35131606797009,88.35131606797009,88.35131606797009,88.34913701129994,58.04253938339002,117.06727998719171,19.770812122773822
ptCorr_20to30_abseta_0p9to1p6,63.60736993709847,4.605183682843425,61.16937218808875,63.30179261897889,63.89541271581465,63.626383499923996,63.58835637427292,63.20738027640756,63.60736993709847,64.5446850801693,62.77265343161471,63.60736993709847,63.60736993709847,63.60736993709847,63.60736993709847,63.60736993709847,63.84528852709752,44.25122431553001,78.82012107905156,16.614698562433183
ptCorr_20to30_abseta_1p6to2p4,49.31159651989344,4.05543196081282,47.12054792540572,48.83773480323494,49.775022631482514,49.35221889396506,49.270974145821825,49.37169347017204,49.42923738376061,49.63732262609585,46.76222853951365,49.31159651989344,49.31159651989344,49.31159651989344,49.31159651989344,48.919166902970794,49.60798082786649,36.271475670423804,60.89692680350694,11.195414634496165
ptCorr_30to50_abseta_0p0to0p9,98.1020852297692,5.7047688292622425,93.39720101422495,97.63357870026157,98.55277316145688,98.13996730358043,98.06420315595796,98.12047316293742,98.24124909359627,100.40749656429652,96.77573183229815,98.1020852297692,98.1020852297692,98.1020852297692,98.1020852297692,98.10208522976919,98.29097489204867,74.23306903315572,115.2288384351972,20.49197151754371
ptCorr_30to50_abseta_0p9to1p6,69.1710168776996,4.785757199796116,65.73767864350853,68.87649392451927,69.45312385322404,69.19127982085365,69.15075393454552,69.28066136341579,69.17339499290925,70.24665426738099,68.69354716405472,69.1710168776996,69.1710168776996,69.1710168776996,69.1710168776996,68.76919604560541,68.93309828770056,52.988268824915444,83.18919811313393,10.575432716999586
ptCorr_30to50_abseta_1p6to2p4,52.82629077866935,4.15068860946667,49.59070542851803,52.37372686887926,53.2684835371981,52.86581836880934,52.78676318852937,52.56610446629834,52.82629077866935,53.25421084370151,51.03148102074439,52.82629077866935,52.82629077866935,52.82629077866935,52.82629077866935,52.82629077866935,52.529906470696304,38.672282964960026,64.01774583078571,5.7287899543979455
ptCorr_50to100_abseta_0p0to0p9,68.27308001317849,4.772708839105759,75.22809789630882,81.49527525905295,82.29347506043948,81.93882080050865,81.87556395331667,81.64087764494727,81.55952825431723,82.57996816172545,81.02497976068426,81.90719237691266,81.90719237691266,81.90719237691266,81.90719237691266,82.12331719094546,81.71830271463324,70.02061155267035,87.45237367699204,13.326255047655359
ptCorr_50to100_abseta_0p9to1p6,51.57138746672703,4.149510126364593,59.892059201113206,61.060487307673874,61.662723350890246,61.387326691136614,61.3509907927686,61.36915874195259,61.53691144277158,62.05434589662309,61.18355420518715,61.36915874195259,61.36915874195259,61.36915874195259,61.36915874195259,61.77097957404678,61.485788304123034,56.203468632823885,63.87977855670168,11.872475178436051
ptCorr_50to100_abseta_1p6to2p4,48.88393635469691,3.942347001072226,58.20102033208587,58.32715884928332,59.416553107627486,58.92274308295501,58.83191073616129,58.80527718275774,58.65982170152164,58.87732690955814,58.36384795504271,58.87732690955814,58.87732690955814,58.87732690955814,58.87732690955814,58.877326909558136,58.87732690955816,54.609688213724745,63.59891121985843,9.034181342164871
