,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,0.3852116059538973,0.007161958182188689,0.3850900489194615,0.3853330920452049,0.37745644574077253,0.39478185269323113,0.3778763155996914
ptCorr_10to15_abseta_0p9to1p6,0.40530067005914466,0.008912307756955049,0.40518355946531376,0.4054177112964807,0.39637737224739045,0.4176447301907113,0.4115015542555013
ptCorr_10to15_abseta_1p6to2p4,0.4467289440798639,0.010228433379266091,0.4466202806771042,0.44683754207415144,0.45443384219712835,0.45229845951394954,0.44380901929184585
ptCorr_15to20_abseta_0p0to0p9,0.1880258456871471,0.005863668594540698,0.18773292632226637,0.1883184955458682,0.1919038269169366,0.19427478036834783,0.1938157890402342
ptCorr_15to20_abseta_0p9to1p6,0.20362790439856,0.007711614921710338,0.20330809756374818,0.203947379897733,0.19895599743056247,0.21455487186655303,0.24756493280827807
ptCorr_15to20_abseta_1p6to2p4,0.25144327198913,0.009346278447089072,0.25115748738839316,0.25172877220723244,0.23247880652498962,0.254975330992439,0.2797767589250562
ptCorr_20to30_abseta_0p0to0p9,0.1292386217960864,0.005352620111810581,0.12839058188428334,0.1300847712265291,0.12263348981435732,0.1345893750198368,0.1431843092343862
ptCorr_20to30_abseta_0p9to1p6,0.14353797743224034,0.007136408340814606,0.14264611067623179,0.14442766310175215,0.1455967194513039,0.16073539755365443,0.1346892176690662
ptCorr_20to30_abseta_1p6to2p4,0.19083395853042173,0.009086757087146121,0.1900082904509672,0.19165764180672643,0.18825016790177282,0.19779307321943865,0.21822262679434037
ptCorr_30to50_abseta_0p0to0p9,0.07720710411545391,0.001604547535413798,0.0731890002550727,0.08118806364115405,0.07376179451514008,0.07914865631197206,0.06573087602749368
ptCorr_30to50_abseta_0p9to1p6,0.09853871803361255,0.0022924149750043845,0.09402144955534042,0.10300726932124245,0.09235268230112906,0.10456053747823943,0.09231739962497394
ptCorr_30to50_abseta_1p6to2p4,0.13125512795433983,0.003009571643382499,0.12626780557993839,0.13618086457002287,0.12275494059676385,0.1383645485152365,0.1206386296271542
ptCorr_50to100_abseta_0p0to0p9,0.07741033471553131,0.006138327578714212,0.05748143669996186,0.096479755877119,0.08032645673958952,0.0794129742355211,0.027723254844637744
ptCorr_50to100_abseta_0p9to1p6,0.10578507223859611,0.009084633195596076,0.08189487042924577,0.12840800854551185,0.10770946016559668,0.10720243830218648,0.06065696159817479
ptCorr_50to100_abseta_1p6to2p4,0.15314383218805985,0.012366838903289996,0.12651600084217962,0.17810378386716608,0.16811026236306603,0.16600107058465843,0.09907163668719578
