syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(107.0366099985794, 0.3977902049306641)","(33.57753695211906, 3.849024516627965)","(2.6289376778533593, 3.995227361521857)","(6.028366851278611, 0.6681224909522754)","(6.2935068838990205, 0.13561716988670428)","(2.22549664098819, 0.14728650464543566)"
L1PrefireUp,"(106.80451820660996, 0.39692806518067436)",-,-,"(6.015476457956711, 0.6666854135634325)","(6.279408149328615, 0.13531283840474728)","(2.2205761495955403, 0.14696554558828454)"
L1PrefireDown,"(107.25897028462006, 0.3986167714110016)",-,-,"(6.040835957036526, 0.6695341991165721)","(6.3071418700330115, 0.1359109137832578)","(2.23024579072749, 0.14757352163270723)"
PileupReweightUp,"(106.35276986893312, 0.40752159168511254)",-,-,"(6.4348254696477225, 0.707948985705282)","(6.198869167729232, 0.13863071550464368)","(2.2111074307818743, 0.14241195340785057)"
PileupReweightDown,"(107.68488192426352, 0.4023000887249912)",-,-,"(5.695132794765163, 0.6654362202752313)","(6.372542899350562, 0.13737807545704256)","(2.2435961985674315, 0.15544238486256307)"
MuonIDSFUp,"(109.95159157618296, 0.40859618755448135)",-,-,"(6.183326430975492, 0.6829597000943628)","(6.432283842179896, 0.13863104172817992)","(2.2781848379896172, 0.15199630906636724)"
MuonIDSFDown,"(104.16691925126547, 0.3872483900198233)",-,-,"(5.87571089119747, 0.6535937850435)","(6.156361413957273, 0.1326662952611964)","(2.1734851811904594, 0.14267164110996458)"
DblMuTrigSFUp,"(107.0501573057152, 0.39784036221048186)",-,-,"(6.029129921766732, 0.6682022656232576)","(6.294308756032632, 0.13563476619698886)","(2.2257751381989905, 0.1472994367957039)"
DblMuTrigSFDown,"(107.02293992570057, 0.3977396000658895)",-,-,"(6.027595960193859, 0.6680419609568761)","(6.29269762451772, 0.13559940931995795)","(2.2252155468721484, 0.14727348930646386)"
JetResUp,"(107.04472405756484, 0.3978592906645089)",-,-,"(6.203589409685952, 0.6674324079515915)","(6.297653705460977, 0.13577226168344314)","(2.2575792383172604, 0.14732615122225765)"
JetResDown,"(107.01883805811066, 0.3977619048456111)",-,-,"(6.013174353483171, 0.6535869612072983)","(6.272250899549924, 0.13569486705550804)","(2.2579709338611402, 0.1799916615102401)"
JetEnUp,"(108.07042957211634, 0.3999964526038723)",-,-,"(6.940323928692865, 0.7161296325463674)","(6.329671822162936, 0.13614710216425907)","(2.2642919458077375, 0.14633235021388688)"
JetEnDown,"(106.05362243970039, 0.39565216856076385)",-,-,"(5.459477594775644, 0.6402576353733869)","(6.240527793254922, 0.1349834852552969)","(2.13713199439372, 0.14650832182480103)"
MuonEnUp,"(107.11744283407269, 0.3980088533533763)",-,-,"(5.963660506019071, 0.665825856308243)","(6.33466955742722, 0.13575502552049043)","(2.2164018343739254, 0.14728168017339704)"
MuonEnDown,"(106.94360389043901, 0.39757886012066224)",-,-,"(6.014517046920036, 0.6642606109101691)","(6.292645935642641, 0.13552395210270451)","(2.228786706515653, 0.14739312413279407)"
ElectronEnUp,"(107.03803848412042, 0.3977974596460352)",-,-,"(6.028366851278611, 0.6681224909522754)","(6.2935068838990205, 0.13561716988670428)","(2.22549664098819, 0.14728650464543566)"
ElectronEnDown,"(107.04062668909759, 0.3977971294093583)",-,-,"(6.028366851278611, 0.6681224909522754)","(6.2935068838990205, 0.13561716988670428)","(2.22549664098819, 0.14728650464543566)"
ElectronResUp,"(107.03530400316987, 0.3977880610510703)",-,-,"(6.028366851278611, 0.6681224909522754)","(6.2935068838990205, 0.13561716988670428)","(2.22549664098819, 0.14728650464543566)"
ElectronResDown,"(107.0366099985794, 0.3977902049306641)",-,-,"(6.028366851278611, 0.6681224909522754)","(6.2935068838990205, 0.13561716988670428)","(2.22549664098819, 0.14728650464543566)"
NonpromptUp,-,"(62.857988471714265, 6.509179800912085)",-,-,-,-
NonpromptDown,-,"(15.95626272217975, 3.657692773773478)",-,-,-,-
ConversionUp,-,-,"(4.756265443063359, 7.303579162305871)",-,-,-
ConversionDown,-,-,"(0.5016099126433582, 0.7049230030888902)",-,-,-
