syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(6.345970823751027, 0.027399266052351476)","(9.680737441292614, 1.915449912848465)","(0.12666713682733952, 0.12666713682733952)","(4.842684801914947, 0.5095543804906332)","(5.334547292022733, 0.1272515262339579)","(1.3833623735665812, 0.13697115072319171)"
L1PrefireUp,"(6.313821023606201, 0.027279461500013116)",-,-,"(4.806369457028505, 0.5072238168099715)","(5.299268098144335, 0.12649105300055935)","(1.3681025158452085, 0.13632813028875895)"
L1PrefireDown,"(6.3776589067450775, 0.027520406394921978)",-,-,"(4.878737339088612, 0.5119677195818851)","(5.369621307483393, 0.12803485499989303)","(1.3987588119130465, 0.13762707158869794)"
PileupReweightUp,"(6.3511404084223395, 0.028546017959690938)",-,-,"(4.9250651129177925, 0.5327488729607008)","(5.3196580912848, 0.13117897085103747)","(1.35304510585935, 0.13246478045825547)"
PileupReweightDown,"(6.3383310618350555, 0.027532775969559973)",-,-,"(4.84233318151783, 0.5149841109567582)","(5.344260504708184, 0.1283787620716354)","(1.4191072098422204, 0.1521857319975385)"
MuonIDSFUp,"(6.427699486093176, 0.027744230465006077)",-,-,"(4.904709445713592, 0.5156579533300811)","(5.401586329537725, 0.12884457990350193)","(1.403891500311905, 0.1390589195991708)"
MuonIDSFDown,"(6.264897066568572, 0.02706032930280498)",-,-,"(4.781168956398452, 0.5035482520289691)","(5.26805717918469, 0.1256873580906553)","(1.3630346823235, 0.13489933187608114)"
DblMuTrigSFUp,"(6.347270334216145, 0.02740484087488597)",-,-,"(4.843604953704739, 0.5096439649391061)","(5.335630625741336, 0.12727744802137025)","(1.3836078298338201, 0.13698515138370854)"
DblMuTrigSFDown,"(6.344658334337312, 0.027393636539027325)",-,-,"(4.841754386770084, 0.509463908872916)","(5.333453168615665, 0.12722534948375214)","(1.3831145356665815, 0.13695706071267796)"
JetResUp,"(6.4141416295006906, 0.027551425006435065)",-,-,"(4.868685717187419, 0.5102295576507987)","(5.349345157358593, 0.12705368078659685)","(1.3834264535067944, 0.13713592009486114)"
JetResDown,"(6.27187393946794, 0.02722385383440494)",-,-,"(4.940904931433221, 0.5039717617898479)","(5.345456638058753, 0.1271073500494815)","(1.381565401822101, 0.13728568108764422)"
JetEnUp,"(6.558186907078953, 0.027868472042071497)",-,-,"(5.119574577934152, 0.5266167905151417)","(5.376199105779761, 0.12761315931511472)","(1.387474117354994, 0.137183650028918)"
JetEnDown,"(6.134886131963269, 0.026924360449498617)",-,-,"(4.820571590864163, 0.4989448341328716)","(5.320298417904731, 0.12691402129989174)","(1.3542989673757384, 0.1367370295401801)"
MuonEnUp,"(6.350445583257299, 0.027403221314343057)",-,-,"(4.814096217854357, 0.5073505092495665)","(5.323742321037902, 0.1272410606719146)","(1.2921843509803685, 0.17399992823405047)"
MuonEnDown,"(6.339520848861386, 0.02739129762370447)",-,-,"(4.95743429536869, 0.5078714824179313)","(5.336988932524263, 0.1271853206175096)","(1.3788484648610315, 0.13693680425397875)"
NonpromptUp,-,"(21.593754542593565, 3.7186440281579705)",-,-,-,-
NonpromptDown,-,"(2.2366822883141673, 1.525544537340406)",-,-,-,-
ConversionUp,-,-,"(0.17410341728568135, 0.17410341728568135)",-,-,-
ConversionDown,-,-,"(0.07923085636899768, 0.07923085636899768)",-,-,-
