,Central,Stat
ptCorr_10to15_abseta_0p0to0p9,0.38205509046586306,0.0023069706020335612
ptCorr_10to15_abseta_0p9to1p6,0.3934987913673576,0.002810999221549654
ptCorr_10to15_abseta_1p6to2p4,0.4259809892144078,0.0031944231029315466
ptCorr_15to20_abseta_0p0to0p9,0.20197011623670985,0.001702717725728375
ptCorr_15to20_abseta_0p9to1p6,0.2191246899801101,0.0021491257348784532
ptCorr_15to20_abseta_1p6to2p4,0.25044828916376455,0.0024907323781384236
ptCorr_20to30_abseta_0p0to0p9,0.13683431905878993,0.0012801916184101308
ptCorr_20to30_abseta_0p9to1p6,0.15905753344643186,0.0016816332163626605
ptCorr_20to30_abseta_1p6to2p4,0.20083288129483587,0.002185434006902721
ptCorr_30to50_abseta_0p0to0p9,0.0809157945937115,0.000986142567307615
ptCorr_30to50_abseta_0p9to1p6,0.09778993126852406,0.0013596411549821464
ptCorr_30to50_abseta_1p6to2p4,0.14127583328653145,0.0020070465839917527
ptCorr_50to100_abseta_0p0to0p9,0.05866651759790954,0.0010524729989687864
ptCorr_50to100_abseta_0p9to1p6,0.0735794623821484,0.0014456370889934442
ptCorr_50to100_abseta_1p6to2p4,0.10992209239665765,0.0022589163814748293
