,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p0,51692.21239240287,433.1518723976782,51824.67865487015,51597.50002331177,51771.56336867288,51726.1316582591,51658.293126546654,53082.2185057907,50448.84964601411,55020.19377251783,48678.43852664616,51692.21239240287,51692.21239240287,51691.933677142384,51692.21239240287,51659.97106837039,51740.75533338253,12892.796606609762,110050.38058160148,4901.505884531547
ptCorr_10to15_abseta_0p9to0p9,30635.426931152513,331.1149269995521,30593.569853641537,30558.20040462909,30709.260828639923,30659.56962582174,30611.28423648328,31271.17318090304,29889.132958678187,32400.957857065612,28871.652038716362,30635.426931152513,30635.426931152513,30635.426931152513,30635.426931152513,30608.44263395129,30686.570241424837,7651.092172808139,66010.52459844518,2729.64112947998
ptCorr_10to15_abseta_1p6to1p6,22228.016676437328,287.8057675318098,22174.41610228587,22153.298247952654,22300.62491985866,22252.726540093674,22203.306812780975,22751.456768757493,21701.8009148443,23586.747185344808,20925.40062144457,22228.016676437328,22228.016676437328,22228.016676437328,22228.016676437328,22192.75571276679,22273.438322732167,5401.5157321115785,48300.17761158526,1843.6615118086972
ptCorr_15to20_abseta_0p0to0p0,56255.12135159039,439.28774813482914,56331.712762947485,56166.040697547636,56340.279453831885,56292.03469556595,56218.20800761481,57920.16743976109,54740.00525324316,59761.63547175878,52901.54388277071,56255.12135159039,56255.12135159039,56255.12135159039,56255.12135159039,56184.98010303562,56265.44890777456,12673.042823509382,119988.56187156403,5006.6022282777485
ptCorr_15to20_abseta_0p9to0p9,31611.18768190573,330.9356675805169,31625.972836894936,31534.357732456345,31686.24370254253,31635.855457268535,31586.519906542933,32479.209538576597,30802.681962877803,33620.25542035505,29746.44734790899,31611.18768190573,31611.18768190573,31611.18768190573,31611.18768190573,31574.01880162484,31608.89460650817,7368.033706373608,67873.68390721203,2642.400973478245
ptCorr_15to20_abseta_1p6to1p6,23680.41863671154,288.32536369425014,23678.507300581477,23601.303767171165,23757.42517827276,23706.7154606224,23654.12181280068,24349.35045950444,23061.867366001767,25153.387758933924,22154.853675676317,23680.41863671154,23680.41863671154,23680.41863671154,23680.41863671154,23666.207795291586,23703.52225288006,5547.399818980594,51600.374939067784,1804.438468044883
ptCorr_20to30_abseta_0p0to0p0,111075.23952638419,602.9064108745761,110768.43059535621,110873.13812558164,111272.13389503375,111148.12459756162,111002.35445520673,114288.49922297597,108050.92976440513,117915.42740628678,104417.45460104628,111075.23952638419,111075.23952638419,111075.23952638419,111075.23952638419,111013.6666570069,111126.50409244327,23991.28171455806,218401.2362731627,9720.848556899778
ptCorr_20to30_abseta_0p9to0p9,62861.43291758008,460.5483345515964,62681.921804455866,62714.820836418105,63004.301815083905,62910.77880230987,62812.087032850264,64244.35605565854,61403.909453435874,66440.2030797272,59388.78065479269,62861.43291758008,62861.43291758008,62861.43291758008,62861.43291758008,62827.65526641583,62910.76918878798,14693.887258921255,124675.8308286355,4275.794200403146
ptCorr_20to30_abseta_1p6to1p6,47551.70059463175,405.84471896245856,47446.2254375879,47392.434829177815,47707.256366272326,47604.51695637977,47498.884232883735,48638.13483298638,46485.60213082772,50301.65728133183,44846.21566735717,47551.70059463175,47551.70059463175,47551.70059463175,47551.70059463175,47482.13027332863,47580.1285863151,11413.602528468113,96815.87024924907,3366.9903220973742
ptCorr_30to50_abseta_0p0to0p0,189323.87083890004,759.4068631096021,189445.11562541308,188993.20433625698,189645.8467956193,189448.10090007758,189199.64077772235,191748.25322145942,186924.1803869295,195693.0868943634,182965.03197352844,189323.87083890004,189323.87083890004,189323.87083890004,189323.87083890004,189341.99353838246,189383.35161436943,38720.748663641614,260729.60623601713,11100.787185139323
ptCorr_30to50_abseta_0p9to0p9,137157.1635158629,650.2687828424406,137085.9107413615,136869.32493215692,137437.49461615155,137265.89293093255,137048.43410079318,138252.0071418178,135903.1226672513,140777.961220157,133288.82352788615,137157.1635158629,137157.1635158629,137157.1635158629,137155.50790151447,137103.82673870085,137232.80784244376,36145.258684078384,183982.98830021566,6988.705809174632
ptCorr_30to50_abseta_1p6to1p6,121047.86400748749,618.5983867807286,121110.61715275969,120674.67898343015,121414.51185335415,121182.78788488536,120912.94013008963,122220.45722714502,120131.72530075995,124342.94371634959,117865.6943166434,121047.86400748749,121047.86400748749,121047.86400748749,121047.86400748749,120983.12769092711,121176.53785576377,39200.87156606377,167062.0947029698,6275.8693814100125
ptCorr_50to100_abseta_0p0to0p0,60015.72263908049,493.0564628924051,65974.03206814235,66028.10869144279,66308.10715452184,66214.3158907444,66127.47618662637,66339.02117473043,65955.79113334914,67093.61429334298,65174.754568696175,66170.89603868529,66170.89603868529,66170.89603868529,66170.89603868529,66206.12139308262,66100.30662199306,39195.86646714717,76150.79935451385,3980.4924810492084
ptCorr_50to100_abseta_0p9to0p9,54016.95488230392,470.0126822696839,59825.42782477046,59898.246621911836,60192.07168591778,60096.55169039515,59998.74269048931,60368.37365141492,59825.24822689685,60971.86753282735,59039.85319985683,60047.64719044221,60047.64719044221,60045.856759801274,60047.64719044221,60112.34437795963,59951.35692465812,35372.112276114356,68926.8291445071,3840.8612634633737
ptCorr_50to100_abseta_1p6to1p6,55469.65930918758,481.6561401047455,61561.60498413571,61441.099045100855,61888.27301459804,61735.37869560518,61598.11773704445,61894.92194809074,61420.07282745316,62546.551013621975,60633.42798348422,61666.74821632486,61666.74821632486,61666.74821632486,61666.74821632486,61747.044983065956,61533.21836385529,34729.697306721,71633.89803469562,3892.9118277897783
