,Central,Stat,PileupReweight,L1PrefireUp,L1PrefireDown,MuonRecoSFUp,MuonRecoSFDown,JetResUp,JetResDown,JetEnUp,JetEnDown,ElectronResUp,ElectronResDown,ElectronEnUp,ElectronEnDown,MuonEnUp,MuonEnDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p9,188.2013376848445,4.284075335281973,187.93772036967303,187.54542517515816,188.7931118672355,188.32483116504167,188.0778442046473,188.50934229899443,189.29209579597642,189.2857158705046,186.89449656202282,188.2013376848445,188.2013376848445,188.2013376848445,188.2013376848445,188.10226695038375,188.2818993111942,161.1757701283263,205.92530781302003,121.23177851980525
ptCorr_10to15_abseta_0p9to1p6,124.83340845338638,3.465066513395828,125.44525530567603,124.37318178985285,125.27507796217802,124.93240798958705,124.7344089171857,124.93916895828225,124.97588620398764,125.61857270288884,123.64122241834798,124.83340845338638,124.83340845338638,124.83340845338638,124.83340845338638,124.83340845338638,125.1321853879745,106.49693791210348,136.10054678927284,81.44105528704897
ptCorr_10to15_abseta_1p6to2p4,118.59956873132688,3.3715944437149012,118.45563715908112,118.14432570227656,119.0442928365978,118.73146196604696,118.46767549660683,118.48283541072306,118.61402636303968,119.90142504415012,117.77351195886752,118.59956873132688,118.59956873132688,118.59956873132688,118.59956873132688,118.50473319347634,118.69997013252674,100.13749408148749,128.19702143646936,79.038446093764
ptCorr_15to20_abseta_0p0to0p9,223.84558104708822,4.713653015119568,223.92019138375937,223.11727797420122,224.54604297165292,223.99246347720438,223.69869861697202,224.5922660664977,223.66089168144418,226.07510419869703,222.07487051047465,223.84558104708822,223.84558104708822,223.84558104708822,223.84558104708822,223.66569690885157,223.86727903472234,189.73651232621887,245.78727988387692,147.71457687403588
ptCorr_15to20_abseta_0p9to1p6,143.02960134116864,3.7037666629593318,143.45187282929007,142.56054673609947,143.48700197355237,143.14245241954777,142.91675026278946,141.99590260957743,143.00909297766208,144.13722763657307,141.3667164399663,143.02960134116864,143.02960134116864,143.02960134116864,143.02960134116864,142.39978471728995,143.1304250679247,123.42808632259425,155.94450920824198,95.04386470435193
ptCorr_15to20_abseta_1p6to2p4,108.43950222941056,3.2786956296188925,108.44741968929347,108.08992000003168,108.77749619596406,108.55980212704206,108.31920233177907,108.43185986265972,108.35737632199738,109.10008038404754,107.74752828857005,108.43950222941056,108.43950222941056,108.43950222941056,108.43950222941056,108.26292688536759,108.81286577407556,93.58780039133586,117.83228988498938,73.45748948917786
ptCorr_20to30_abseta_0p0to0p9,494.87779828980393,6.907750855643461,496.4702430724781,493.0823673625529,496.6266666161108,495.202525958241,494.5530706213669,495.4213966030066,494.9374761625171,499.6101604245301,490.2071516023967,494.87779828980393,494.87779828980393,494.87779828980393,494.87779828980393,494.2231537024526,495.41212424203604,425.6885283615796,537.7236160775949,317.938189237453
ptCorr_20to30_abseta_0p9to1p6,303.50003548426554,5.387777404362875,304.3216805977005,302.5836677179582,304.3951637485044,303.73684473841115,303.2632262301199,303.1794073168091,303.48237663098985,305.52406371426287,300.9505996120518,303.50003548426554,303.50003548426554,303.50003548426554,303.50003548426554,303.3056654153219,303.54173712439217,262.40457940622514,326.72053777527015,192.51211001475417
ptCorr_20to30_abseta_1p6to2p4,210.69250146782764,4.521126114383309,209.75517204991533,209.7965541184087,211.57463483855767,210.9257573531629,210.45924558249243,210.482061604951,210.51859656818,211.84278416395387,208.30670873436304,210.69250146782764,210.69250146782764,210.69250146782764,210.69250146782764,210.88074300662595,210.75468926929673,184.97199005133672,229.40913395595015,137.22938257488883
ptCorr_30to50_abseta_0p0to0p9,963.2094808899267,9.701260043004282,959.9923886501467,959.9086436561319,966.4260619472027,963.8415172634046,962.5774445164487,962.268388432011,963.8758065578527,969.6657913133603,958.0406846644374,963.2094808899267,963.2094808899267,963.2094808899267,963.2094808899267,962.757835322703,963.7085427606424,850.3087033687391,1023.868203399968,621.7451444210096
