#parameters,chi2
-0.045005009414305394,0.011926123924089595,41.39077160884082
0.002676537129180555,0.008412938882165565,3.483494827888128e-05,3.1744037613052414
-0.006864646328222725,0.009279716229568457,1.7676626073125917e-05,8.933355271048339e-08,3.2253202552249176
