syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(27.595005574932653, 0.1675595380508203)","(4.883876079008496, 1.2373982088163051)","(0.37042693021486517, 0.2627606435546677)","(3.1808892440969703, 0.31452430116705976)","(4.491176298401629, 0.12697950213186238)","(1.2045753885398809, 0.14108481590921174)"
L1PrefireUp,"(27.305639467291417, 0.16584007904926257)",-,-,"(3.145276233992436, 0.3112146283082188)","(4.438421646337244, 0.1254992796340589)","(1.1870139542568514, 0.13824486996306934)"
L1PrefireDown,"(27.880660184359197, 0.1692644905688194)",-,-,"(3.2165600036821735, 0.317832010118737)","(4.5432609807929385, 0.1284534003203332)","(1.2219260334914646, 0.14382068525479325)"
PileupReweightUp,"(27.365375075425604, 0.16582459412694567)",-,-,"(3.2526751648692467, 0.3193719930517001)","(4.480989207757547, 0.12567633473150688)","(1.1753031312737183, 0.1202443645713427)"
PileupReweightDown,"(27.78379301434731, 0.17186250057008232)",-,-,"(3.0959892155267026, 0.31455556918488736)","(4.492168420529874, 0.1303450834937518)","(1.2374817805950404, 0.16783199169534432)"
MuonIDSFUp,"(27.97330844481424, 0.1697740281651671)",-,-,"(3.2232165276454117, 0.31841644066794295)","(4.548742484297101, 0.1286543122325435)","(1.2211267586642378, 0.1420672581471495)"
MuonIDSFDown,"(27.220065006026832, 0.16538597486086543)",-,-,"(3.1389531040350187, 0.3107026379405222)","(4.43412537801567, 0.12533552315644714)","(1.1881902693167539, 0.1401165513689066)"
DblMuTrigSFUp,"(27.606150838173317, 0.16762595422422902)",-,-,"(3.1822497339372, 0.3146432296690965)","(4.492948132304119, 0.1270283572088846)","(1.20499140941638, 0.14111274605535973)"
DblMuTrigSFDown,"(27.58371453982903, 0.16749228407760286)",-,-,"(3.1795090640890455, 0.3144038495030427)","(4.489381031708166, 0.1269300295843667)","(1.2041538530109794, 0.14105664574187537)"
JetResUp,"(27.70625795128896, 0.1678684701846065)",-,-,"(3.091288065684708, 0.31921507407204475)","(4.48923210805244, 0.12707866050654004)","(1.2242098343549876, 0.14124299480560804)"
JetResDown,"(27.507752003102425, 0.1672854227647508)",-,-,"(3.2065165713908854, 0.3194476155178141)","(4.494709935271837, 0.12704901299486646)","(1.214185650603925, 0.14118685430324476)"
JetEnUp,"(28.385477106486064, 0.16997599884011366)",-,-,"(3.3185351670197467, 0.3214686544882461)","(4.51300944028507, 0.12746042252551978)","(1.2271225227829645, 0.1413488310301512)"
JetEnDown,"(26.852469736912777, 0.16516686760235122)",-,-,"(3.1146234542426763, 0.30742437184597576)","(4.472021151257441, 0.1266127143989647)","(1.1863200212413438, 0.14093786215080517)"
MuonEnUp,"(27.60600436698179, 0.16759833212845032)",-,-,"(3.1691861117614875, 0.315750023577774)","(4.501868433505003, 0.12702682486182743)","(1.208696459275564, 0.14108374864174417)"
MuonEnDown,"(27.585766283502977, 0.16756567905661052)",-,-,"(3.1584236577417792, 0.31390062316473316)","(4.495794571202047, 0.12698006785482452)","(1.2071918069967935, 0.14111021873943305)"
ElectronEnUp,"(27.595005574932653, 0.1675595380508203)",-,-,"(3.1808892440969703, 0.31452430116705976)","(4.488448515793089, 0.12695019954177386)","(1.2045753885398809, 0.14108481590921174)"
ElectronEnDown,"(27.595005574932653, 0.1675595380508203)",-,-,"(3.1808892440969703, 0.31452430116705976)","(4.491176298401629, 0.12697950213186238)","(1.2045753885398809, 0.14108481590921174)"
ElectronResUp,"(27.595005574932653, 0.1675595380508203)",-,-,"(3.1808892440969703, 0.31452430116705976)","(4.491176298401629, 0.12697950213186238)","(1.2045753885398809, 0.14108481590921174)"
ElectronResDown,"(27.595005574932653, 0.1675595380508203)",-,-,"(3.1808892440969703, 0.31452430116705976)","(4.491176298401629, 0.12697950213186238)","(1.2045753885398809, 0.14108481590921174)"
NonpromptUp,-,"(10.857510445118674, 2.3026192859149126)",-,-,-,-
NonpromptDown,-,"(1.8194247855633217, 1.082162471877594)",-,-,-,-
ConversionUp,-,-,"(0.5069097432446058, 0.35957410084041147)",-,-,-
ConversionDown,-,-,"(0.23394411718512456, 0.16594718626892396)",-,-,-
