#parameters,chi2
-0.048195991120569645,0.012062359313843649,24.43427984369971
0.006447340549575714,0.008038188517535553,3.9951953412688714e-05,1.5324442514314105
-0.0022614123359285844,0.008813468887637036,2.5437609503829088e-05,7.06885763124483e-08,1.5740227746572626
