15,0.13885320666062922,0,0.0203248006440354
15,0.12948277622383575,0,0.0028012016241673048
15,0.14035988778113073,0,0.002166216616193067
15,0.13632657973713175,0,0.0021740660645017617
40,0.39288687523934557,0,0.0059505813081238285
55,0.5714268254328151,0,0.008594244177711319
60,0.6315658899927026,0,0.10850958219060271
65,0.717218466991604,0,0.010720264503712038
85,0.9611618069063195,0,0.014580730623031902
90,1.044050613257376,0,0.01579920685819783
95,1.1254795830639912,0,0.015079796358486018
120,1.4996261497847634,0,0.04138836065297717
125,1.653844892625997,0,0.0225255025859802
155,2.2350952762903367,0,0.0759523637382676
