0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
chromosome,"(128, 'Adam', 0.002, 'ExponentialLR')","(128, 'AdamW', 0.002, 'CyclicLR')","(64, 'Adam', 0.002, 'ExponentialLR')","(64, 'AdamW', 0.002, 'CyclicLR')","(128, 'Adam', 0.005, 'StepLR')","(128, 'Adam', 0.001, 'CyclicLR')","(64, 'RMSprop', 0.005, 'StepLR')","(64, 'Adadelta', 0.002, 'StepLR')","(128, 'AdamW', 0.005, 'ExponentialLR')","(64, 'Adam', 0.002, 'StepLR')","(128, 'Adam', 0.002, 'StepLR')","(128, 'AdamW', 0.001, 'StepLR')","(64, 'AdamW', 0.005, 'ExponentialLR')","(128, 'Adam', 0.001, 'StepLR')","(64, 'AdamW', 0.001, 'StepLR')","(64, 'AdamW', 0.005, 'StepLR')","(64, 'AdamW', 0.001, 'ExponentialLR')","(64, 'AdamW', 0.002, 'StepLR')"
fitness,0.40944182274455126,0.41104425879887174,0.4104762677351633,0.4120399420942579,0.41195808339118956,0.40882254315557937,0.815541191646031,0.623228295462472,0.4110427258809406,0.40883205049378524,0.4087899272895993,0.4087182692232585,0.40871186203048343,0.40867124344053707,0.4084655958697909,0.40802126413299916,0.407916915439424,0.40782290959358203
