syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(6.345905171985123, 0.02707045495829032)","(13.068882102306508, 2.4017434772699606)","(3.3389688804629305, 2.370412332850713)","(2.738185260399871, 0.36227410373271624)","(2.3073133122366167, 0.0810340178833306)","(0.8145879703295505, 0.1528024548120117)"
L1PrefireUp,"(6.310568017299412, 0.026942782935058363)",-,-,"(2.7268765607649716, 0.3603852301640217)","(2.2923741600658465, 0.08058420287384609)","(0.8042227726681859, 0.15238817613270572)"
L1PrefireDown,"(6.380373113253205, 0.027198605719691668)",-,-,"(2.749123541404943, 0.3641983353792855)","(2.321941940986157, 0.08149427373333273)","(0.8249416459908847, 0.15320124792762244)"
PileupReweightUp,"(6.29418737608099, 0.027950102092707815)",-,-,"(2.7687812141985457, 0.3788326925405453)","(2.2665325357888837, 0.08309437236631184)","(0.8005501046126432, 0.13213236224317124)"
PileupReweightDown,"(6.401507524275619, 0.027444409114280477)",-,-,"(2.6644285898989333, 0.3594638683216696)","(2.3368853796662776, 0.08243628413786892)","(0.8396438202821147, 0.18103214822111344)"
MuonIDSFUp,"(6.559632120929675, 0.027993227762372997)",-,-,"(2.8224345626770826, 0.37209129754387166)","(2.375822894679687, 0.08334504234491726)","(0.8396791438766777, 0.15666208837203727)"
MuonIDSFDown,"(6.136761759946438, 0.026177127203248312)",-,-,"(2.6556173994411036, 0.3527368206217182)","(2.2400158761596205, 0.07878679001583411)","(0.7899172483208898, 0.1489891149529243)"
DblMuTrigSFUp,"(6.34703928477037, 0.0270753028478864)",-,-,"(2.738646652054236, 0.36233551471486947)","(2.3077286550656755, 0.0810492987247085)","(0.8147460069046851, 0.15283384174323772)"
DblMuTrigSFDown,"(6.344760250369826, 0.02706556128818336)",-,-,"(2.7377191834168917, 0.3622120317466105)","(2.306893656172311, 0.08101858125206597)","(0.8144284791027464, 0.152770599625195)"
JetResUp,"(6.352745466817324, 0.027086811681100786)",-,-,"(2.509804341172961, 0.35125813237040815)","(2.307671126459533, 0.08121462071328611)","(0.824142087724193, 0.1528091170439926)"
JetResDown,"(6.34206261892387, 0.027065944840886366)",-,-,"(2.4560749254626093, 0.3522561140279592)","(2.302164029925764, 0.08108724733482392)","(0.8114733630562195, 0.15288206452939349)"
JetEnUp,"(6.386940985341356, 0.027163905348004957)",-,-,"(2.9530872242261643, 0.37242965252468646)","(2.316043583334164, 0.08114355277819026)","(0.8350253055807976, 0.152989113592195)"
JetEnDown,"(6.30848837783647, 0.026983061211122972)",-,-,"(2.3068351990899996, 0.3402826436618208)","(2.2984661868158742, 0.08091878540922473)","(0.7953381332708316, 0.1526314851589818)"
MuonEnUp,"(6.349969792804713, 0.027078532612434404)",-,-,"(2.674096331887891, 0.359277674444631)","(2.298810501177724, 0.0811752212020422)","(0.8059874231463523, 0.15279953194947343)"
MuonEnDown,"(6.340470347107369, 0.02706225445312164)",-,-,"(2.708804011127261, 0.36117899954251165)","(2.318477657977937, 0.08105115479200833)","(0.810711268253368, 0.15283570593823714)"
NonpromptUp,-,"(26.465981981960336, 4.331094448434741)",-,-,-,-
NonpromptDown,-,"(4.7718694682711265, 2.0933547566474133)",-,-,-,-
ConversionUp,-,-,"(8.16768858217569, 5.798433719870112)",-,-,-
ConversionDown,-,-,"(0.0, 0.0)",-,-,-
