syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(53.20897899153095, 0.13507717644747447)","(196.86791777709922, 9.670245494744817)","(1.3727701623081985, 0.5546272374969117)","(135.86475510074317, 2.8146198974963084)","(115.68700758063142, 0.5998800918622762)","(45.38591532603402, 0.7923265513748919)"
L1PrefireUp,"(52.920981174903616, 0.1344545199178672)",-,-,"(135.16448913306743, 2.802976840743275)","(114.87289598207477, 0.5962176467884515)","(44.85617825013709, 0.7870006371293091)"
L1PrefireDown,"(53.491426951279514, 0.1357057862414091)",-,-,"(136.5555233159628, 2.8263362723029317)","(116.49203040971793, 0.6036398214852177)","(45.918716054232036, 0.7977326739402745)"
PileupReweightUp,"(52.79783096060903, 0.1390768267023715)",-,-,"(138.52593879116205, 3.0002059264625993)","(114.83005878307989, 0.6188570067642885)","(45.16107079620943, 0.8007399454560383)"
PileupReweightDown,"(53.559359295027335, 0.13667160396827605)",-,-,"(133.50388627015093, 2.7860177946277545)","(116.51338575426544, 0.6071560076755356)","(45.663685162701626, 0.7972151076718009)"
MuonIDSFUp,"(53.66306265107663, 0.13621770783594678)",-,-,"(137.02048908307574, 2.838520780545635)","(116.66868754973129, 0.6049155237197099)","(45.765530936417896, 0.7987495949919852)"
MuonIDSFDown,"(52.75792359348037, 0.1339476937430437)",-,-,"(134.7171204497851, 2.791000750072825)","(114.71227249448307, 0.5949019304833653)","(45.008880072368754, 0.7859587951168867)"
DblMuTrigSFUp,"(53.24931047529706, 0.13517788990037563)",-,-,"(135.96975978973637, 2.816807217865653)","(115.78798064316774, 0.6003998338495005)","(45.421952204302066, 0.7929261068080012)"
DblMuTrigSFDown,"(53.16837334074619, 0.13497582671284558)",-,-,"(135.7591739985366, 2.812420086096146)","(115.58541155784417, 0.599357395226267)","(45.34963918124443, 0.7917238040075284)"
JetResUp,"(53.244515216491585, 0.13510346689354408)",-,-,"(136.61997329027088, 2.8569015043326407)","(115.69245145677695, 0.5998160989302479)","(45.69047740276136, 0.7954471225463219)"
JetResDown,"(53.139974648539905, 0.13496421798049404)",-,-,"(130.49444229046676, 2.768185934094817)","(115.74979548368952, 0.5998114699971236)","(45.245515748665525, 0.7895849210065855)"
JetEnUp,"(53.77962561573324, 0.13583962276468659)",-,-,"(143.41104412560713, 2.9274180446168807)","(116.15148938240637, 0.6011762189510628)","(46.143921132385444, 0.7971110103843643)"
JetEnDown,"(52.63041159035843, 0.13427043463465244)",-,-,"(125.20553850087404, 2.706553874156975)","(115.27137609837531, 0.5985749415014318)","(44.334362898778615, 0.7594132594160091)"
MuonEnUp,"(53.24143126559165, 0.13512325602274733)",-,-,"(132.2141690592522, 2.8061525922709416)","(114.92854446022811, 0.5981751005666066)","(44.98375287312654, 0.7893965912779608)"
MuonEnDown,"(53.16251001245448, 0.13502131453591235)",-,-,"(134.25416947847543, 2.817653228062787)","(116.25029159875224, 0.6011743470101483)","(45.63609010709854, 0.7928821585269674)"
NonpromptUp,-,"(235.24344735128176, 11.533814246315771)",-,-,-,-
NonpromptDown,-,"(162.27325799713407, 8.071183017768446)",-,-,-,-
ConversionUp,-,-,"(1.500933351735313, 0.6064077887155029)",-,-,-
ConversionDown,-,-,"(1.244606972881085, 0.5028466862783203)",-,-,-
