syst,signal,nonprompt,conversion,diboson,ttX,others
Central,"(49.845446880194224, 0.13127181540350624)","(51.216779162329125, 4.802255975463931)","(0.6464077726654335, 0.38234064222027564)","(10.354804595145703, 0.6634529313339558)","(8.418344452361715, 0.15665187158158997)","(3.0567997682668104, 0.27373211125510577)"
L1PrefireUp,"(49.57740434065343, 0.1306702045870222)",-,-,"(10.31389822089595, 0.6609990839304833)","(8.353614841297537, 0.15573020147689642)","(3.0178823223379836, 0.263560438806345)"
L1PrefireDown,"(50.10762747178357, 0.13187547309196324)",-,-,"(10.394403538089012, 0.6658717486267342)","(8.482641353574259, 0.15759736645858613)","(3.095546724692003, 0.28441151406155074)"
PileupReweightUp,"(49.43548475407462, 0.1349329652645541)",-,-,"(10.454160878966862, 0.695909668122107)","(8.360695155740343, 0.16114491384398333)","(3.0566976927742795, 0.2678221805431565)"
PileupReweightDown,"(50.202727718559316, 0.13293043413324213)",-,-,"(10.148657989119334, 0.6565770137907464)","(8.473674944207257, 0.15865696669102688)","(3.0102195400137832, 0.26707430473387667)"
MuonIDSFUp,"(50.33996945280214, 0.13257205166056765)",-,-,"(10.458827158223535, 0.6695835126072671)","(8.496270720045539, 0.15809944830581937)","(3.0855636306086294, 0.27667176169314533)"
MuonIDSFDown,"(49.35453867628943, 0.12998450835218803)",-,-,"(10.25160783354392, 0.657402207579088)","(8.340978396773838, 0.15521961297330425)","(3.0282425663896086, 0.27082423469108896)"
DblMuTrigSFUp,"(49.88815162520274, 0.13138377505185667)",-,-,"(10.363426288428936, 0.6639602889600448)","(8.425561555222984, 0.15678623858436708)","(3.0595625733138068, 0.27402207010212376)"
DblMuTrigSFDown,"(49.80237870870246, 0.13115895109926115)",-,-,"(10.34611847249115, 0.6629424331025253)","(8.411079642357347, 0.1565166248726179)","(3.0540176657088605, 0.2734405534523874)"
JetResUp,"(49.894516019246794, 0.1313445078032956)",-,-,"(9.56761677916639, 0.6630298672681265)","(8.442050076248547, 0.1569343142350165)","(3.0774900752223298, 0.2737582130400035)"
JetResDown,"(49.851611797967315, 0.13127802164134256)",-,-,"(9.446319356455273, 0.6450314888175007)","(8.421926377100716, 0.15670559329038097)","(3.041104778729432, 0.27359053903570474)"
JetEnUp,"(50.18277620200843, 0.13174310850566215)",-,-,"(10.226233380955609, 0.6821296952677778)","(8.486496765451498, 0.1570919280855676)","(3.297687565658168, 0.3037426643362343)"
JetEnDown,"(49.52732149993295, 0.13081724604465025)",-,-,"(9.0605535362526, 0.6432059335347347)","(8.359525747629572, 0.15608875752188633)","(3.0166919291616745, 0.27358660024859394)"
MuonEnUp,"(49.88237992978167, 0.13130035021196082)",-,-,"(9.738390258055569, 0.6567174035880695)","(8.444013696620065, 0.15635100457137513)","(3.043819085913532, 0.273650657844874)"
MuonEnDown,"(49.78500553936937, 0.13118563536173586)",-,-,"(10.08883059489679, 0.663068602672462)","(8.425194543682796, 0.15681566974672273)","(2.875139875866141, 0.31913778075461735)"
NonpromptUp,-,"(60.82779655426776, 5.715140747097129)",-,-,-,-
NonpromptDown,-,"(42.529451071532236, 4.017291468296203)",-,-,-,-
ConversionUp,-,-,"(0.706757046047061, 0.4180363453321272)",-,-,-
ConversionDown,-,-,"(0.5860584992838058, 0.3466449391084242)",-,-,-
