,Central,Stat,PromptNormUp,PromptNormDown,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptCorr_10to15_abseta_0p0to0p8,0.5763782918862946,0.02363266581553381,0.5761685514735279,0.5765876917069198,0.575211696011055,0.5756822328351704,0.5730904948937535
ptCorr_10to15_abseta_0p8to1p479,0.5782146407897737,0.029406063126124263,0.5779633815768301,0.5784654410726655,0.5464770245567663,0.5923431021402964,0.5969629730546147
ptCorr_10to15_abseta_1p479to2p5,0.6513692751504014,0.03263862179476715,0.6512335870925913,0.651504753430069,0.6727663802436342,0.6564497878939072,0.6482238424034057
ptCorr_15to20_abseta_0p0to0p8,0.33340597492621166,0.019436608864295324,0.3326245170628817,0.3341847896014116,0.32213422146245574,0.3411403864991215,0.32558348122219094
ptCorr_15to20_abseta_0p8to1p479,0.4110618929890679,0.02616336156009736,0.4104238208278169,0.41169792291408075,0.4030765756142627,0.4183389357685469,0.3954746893940608
ptCorr_15to20_abseta_1p479to2p5,0.4215666210122355,0.019450525654278857,0.42117302773064513,0.4219593902070899,0.4492422385065523,0.43545052333378653,0.46875287986834996
ptCorr_20to25_abseta_0p0to0p8,0.23951005864642902,0.008867003889334552,0.23776958538654006,0.241239848541888,0.243161975774637,0.24431623245440498,0.2737680784500239
ptCorr_20to25_abseta_0p8to1p479,0.28980448665374153,0.010909221294412599,0.28828301092276154,0.29131708304267623,0.28355864679274095,0.29696688157360895,0.2892205021108149
ptCorr_20to25_abseta_1p479to2p5,0.32563685604245934,0.008264274622432047,0.32487639057486223,0.326394907554371,0.3136774862652233,0.3290268156498681,0.38339507609259255
ptCorr_25to35_abseta_0p0to0p8,0.16886900716555261,0.007618062960805174,0.16424265190338283,0.17343269183399307,0.1659041357366489,0.16750422095357445,0.16879070157041168
ptCorr_25to35_abseta_0p8to1p479,0.2209770403233473,0.009285551344413516,0.21792398228538512,0.22399992694213086,0.21594877936168427,0.2236740347633538,0.23157355469521235
ptCorr_25to35_abseta_1p479to2p5,0.23519422570638754,0.00547809110538564,0.23383670131682505,0.2365456047524195,0.23203643435134205,0.23764650064901474,0.2552891912142786
ptCorr_35to50_abseta_0p0to0p8,0.14167131760114857,0.012488962042757163,0.1290967152883848,0.15382593538493547,0.1369269228421823,0.1357325062518161,0.1426408557860261
ptCorr_35to50_abseta_0p8to1p479,0.1972783024748073,0.012498569470891802,0.18746067633494623,0.2068165321056404,0.18592133644273234,0.19377681698258523,0.1338729966542329
ptCorr_35to50_abseta_1p479to2p5,0.1937831876531247,0.006528639612318534,0.1902808118827109,0.19724915451516814,0.17849207718589677,0.19649366126364282,0.1933602840027379
ptCorr_50to100_abseta_0p0to0p8,0.15937373672894614,0.022490655519016835,0.13320252792096596,0.1837939076254221,0.17448338880411013,0.16466537782970436,0.13894872395958344
ptCorr_50to100_abseta_0p8to1p479,0.17396754969382477,0.021094605242214518,0.15540108608880984,0.1916122908917329,0.17053548228574122,0.1709945983875254,0.16255545164986224
ptCorr_50to100_abseta_1p479to2p5,0.16579914297062884,0.007325564956683461,0.16104418687106906,0.17049108465942941,0.16269082135315702,0.16937194063924502,0.17028551044078175
