,Central,Stat
ptCorr_10to15_abseta_0p0to0p8,0.5634823954903325,0.004108913261279267
ptCorr_10to15_abseta_0p8to1p479,0.5870104491304019,0.005405555391574333
ptCorr_10to15_abseta_1p479to2p5,0.6225090936779839,0.006310172227583738
ptCorr_15to20_abseta_0p0to0p8,0.37933094653186517,0.004124174849168039
ptCorr_15to20_abseta_0p8to1p479,0.4250215844880672,0.005401795594742084
ptCorr_15to20_abseta_1p479to2p5,0.47159352137416277,0.006123557132609142
ptCorr_20to25_abseta_0p0to0p8,0.28114900355309164,0.004623134173138793
ptCorr_20to25_abseta_0p8to1p479,0.34240544027117087,0.0062021465813194504
ptCorr_20to25_abseta_1p479to2p5,0.3938061573620805,0.00709578776278741
ptCorr_25to35_abseta_0p0to0p8,0.2116887859782133,0.00395291801586696
ptCorr_25to35_abseta_0p8to1p479,0.2684408937867187,0.005293154761185217
ptCorr_25to35_abseta_1p479to2p5,0.31254612379464514,0.006050171621732231
ptCorr_35to50_abseta_0p0to0p8,0.14991144612232515,0.004436517251307369
ptCorr_35to50_abseta_0p8to1p479,0.19276298079009735,0.005796175168255753
ptCorr_35to50_abseta_1p479to2p5,0.23888792890724653,0.006738141398171632
ptCorr_50to100_abseta_0p0to0p8,0.12452150188549936,0.004378302539329852
ptCorr_50to100_abseta_0p8to1p479,0.1843374211625257,0.006185718914566138
ptCorr_50to100_abseta_1p479to2p5,0.22954403465139903,0.006807085740770468
