0,1,2,3,4,5,6,7,8,9,10,11
chromosome,"(128, 'Adadelta', 0.002, 'CyclicLR')","(128, 'Adam', 0.01, 'StepLR')","(64, 'Adam', 0.0001, 'CyclicLR')","(128, 'RMSprop', 0.0001, 'StepLR')","(64, 'Adadelta', 0.0005, 'StepLR')","(128, 'Adam', 0.002, 'CyclicLR')","(64, 'RMSprop', 0.0001, 'StepLR')","(64, 'RMSprop', 0.001, 'StepLR')","(64, 'Adam', 0.002, 'StepLR')","(128, 'RMSprop', 0.001, 'StepLR')","(128, 'RMSprop', 0.002, 'StepLR')","(128, 'AdamW', 0.01, 'StepLR')"
fitness,0.00029944827443080003,0.00025797877620380004,0.0002961919779578,0.00026171096343360006,0.0003087245474258,0.0002600351967626,0.00027066112416120004,0.0002656914982057,0.00026429788342529996,0.0002624007514898,0.0002612540775112,0.00026022799295330007
